contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,9,15,16,17,18,20,22,23,24,25,29,56,60,63,72,73,75,76,77,78,80,81,82,84,85,86,87,100,101,102,103,108,113,136,138,146,147,153,154,214,215,230,231,233,275,280,281,282,321,322,323,324,326,327,328,338,353,374,375,390,395,396,458,472,64,65,74,89,160,314,391,468,26,62,121,133,19,120,276,83,79,114,61,362,67,68,254,469,300,473,139,273,216,217,137,70,21
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596713873,707,15,2,66,39,M. Bay,bop31qof3lon7u6rvmb68ktzp,1,85.2,51.3,2023-09-29T18:23:37.329,2023-10-02T14:29:38,1.0,"{""id"": 4543882277, ""qualifierId"": 146, ""value"": ""88.5""}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,true,NaN,true,true,NaN,,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,,,,,,49.5,19,NaN,,,,88.5,50.9,NaN,true,NaN,true,100,48.6,632,,,,,0.11240409314632416,NaN,,,2,2,true,,,,,,,,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596714021,709,15,2,66,48,M. Due Grandt,2tcdx5rp7vujnlid4oqqxdogk,1,72.9,38.2,2023-09-29T18:23:46.474,2023-10-02T14:29:34,1.0,"{""id"": 4543883827, ""qualifierId"": 147, ""value"": ""43.7""}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,true,true,NaN,,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,,,,,,49.6,19,NaN,,,,85.9,43.7,NaN,NaN,NaN,true,97.6,48.7,635,,,,,0.02621833235025406,NaN,,,1,2,NaN,,,,,,,,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596714085,711,13,2,66,52,L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,1,73.4,60.2,2023-09-29T18:23:49.730,2023-09-29T18:25,1.0,"{""id"": 4543882841, ""qualifierId"": 22}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,NaN,true,NaN,,NaN,true,Center,,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,,,,,57.0,65.3,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,97.8,50.9,NaN,,,,,0.019023770466446877,NaN,,,2,2,NaN,,,,,,,,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2596722119,727,13,2,76,27,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,74.2,34.0,2023-09-29T18:33:25.168,2023-10-02T14:29:37,1.0,"{""id"": 4543930231, ""qualifierId"": 153}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,NaN,true,NaN,,NaN,true,Center,,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,61.3,9.7,NaN,,,,95.8,54.0,true,NaN,NaN,true,96.0,48.6,NaN,,,,,0.013164874166250229,NaN,,,3,2,NaN,,,,,,,,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,true,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2596731821,817,13,2,86,28,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,80.6,63.6,2023-09-29T18:43:26.486,2023-09-29T18:44:38,NaN,"{""id"": 4543980357, ""qualifierId"": 18}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,true,true,NaN,,NaN,NaN,Center,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,40.3,84.7,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,97.8,51.8,NaN,,,,,0.04090365022420883,NaN,,,2,3,NaN,,,,,,,,true,,NaN,,NaN,NaN,,,NaN,,NaN,,true,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2596733543,836,15,2,87,59,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,77.1,69.9,2023-09-29T18:44:57.149,2023-10-02T14:29:36,NaN,"{""id"": 4543990959, ""qualifierId"": 458}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,true,true,NaN,,NaN,NaN,Center,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,,,,,51.0,19.0,NaN,,,,97.7,53.1,NaN,NaN,NaN,true,97.7,53.3,919,,,,,0.02045351080596447,0.0342,,,2,3,NaN,,,,,,,,true,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,true,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596725293,849,15,2,79,53,M. Bay,bop31qof3lon7u6rvmb68ktzp,1,70.4,23.9,2023-09-29T18:36:51.625,2023-10-02T14:29:47,1.0,"{""id"": 4543945687, ""qualifierId"": 215}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,true,true,true,NaN,,NaN,true,Center,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,54.0,2.5,NaN,,,,98.2,48.2,NaN,NaN,NaN,true,NaN,NaN,753,,,,,0.015353715978562832,0.4628,,,1,2,NaN,,,,,,,,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596728401,884,15,2,83,12,V. Schousboe,bgd377c7d3jfjd3yo3e02f0iy,1,85.9,33.0,2023-09-29T18:40:10.407,2023-10-02T14:29:39,1.0,"{""id"": 4543962831, ""qualifierId"": 20}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,NaN,NaN,true,NaN,true,,NaN,true,Center,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,52.8,1.3,NaN,,,,90.1,38.1,NaN,true,true,true,NaN,NaN,790,,,,,0.2534022629261017,0.8593,,,2,1,NaN,,,,,,,,NaN,,NaN,,NaN,true,,,NaN,,NaN,,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,,,,,,,NaN,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2596739351,979,13,2,93,40,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,89.5,53.4,2023-09-29T18:50:38.608,2023-09-29T18:52,1.0,"{""id"": 4544019209, ""qualifierId"": 89}",9qgeraixdqn9wr7ejkqx88e8k,Hillerød vs Horsens,2023-09-29,,NaN,,true,NaN,true,true,NaN,,NaN,true,Center,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,58.7,6.9,NaN,,,,NaN,NaN,NaN,true,true,true,95.0,51.1,NaN,,,,,0.3938009738922119,NaN,,,1,1,NaN,,,,,,,,NaN,,NaN,,NaN,true,,,NaN,,NaN,,NaN,NaN,,NaN,,true,NaN,,,,,,,,,,,,,,NaN,,
36g6ifzjliec1jqnbtf7yesme,AaB,2600631123,30,13,1,1,14,O. Ross,5lz41celw55rz3zh8pohclw5w,1,89.6,57.9,2023-10-06T17:01:44.725,2023-10-06T18:01:41,1.0,"{""id"": 4564855555, ""qualifierId"": 22}",9t0cykazhrh7q9sh7nlybl34k,Horsens vs AaB,2023-10-06,NaN,true,NaN,true,NaN,NaN,true,NaN,,NaN,true,Center,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,59.7,13.9,NaN,,NaN,,98.6,58.8,true,true,NaN,NaN,98.6,51.4,NaN,,,,,0.02482365258038044,NaN,,NaN,3,2,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,NaN,,,,true,NaN,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,NaN,,,,,,,,,
