contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,16,17,18,19,20,22,23,24,25,26,29,56,60,63,64,72,73,74,75,76,78,79,80,81,82,84,102,103,108,133,146,147,154,214,215,230,231,233,321,322,326,327,328,362,374,375,391,395,396,458,9,62,100,153,160,280,281,282,324,353,390,472,473,21,77,120,323,338,83,89,114,138,254,273,61,66,68,101,121,136,139,314,468,469,28,85,300,275,274,189,192,65,87,69,122,113,216,217,86,67
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581030591,175,13,1,16,26,A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,1,88.4,63.3,2023-08-23T17:16:26.311,2023-08-23T17:17:35,1.0,"{""id"": 4459793833, ""qualifierId"": 231, ""value"": ""51.4""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,NaN,NaN,,NaN,NaN,,true,NaN,,true,Center,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,58.0,8.3,NaN,,97.2,59.2,true,NaN,NaN,98.4,51.4,NaN,0.008933022618293762,NaN,3,2,true,,NaN,NaN,,,,NaN,NaN,,,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,true,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581031513,212,13,1,19,47,L. Steffensen,9l89n30nejpn2u22ygvchwnze,1,91.5,58.1,2023-08-23T17:19:46.595,2023-08-23T17:21:08,1.0,"{""id"": 4459799137, ""qualifierId"": 327, ""value"": ""2""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,true,NaN,,NaN,true,,NaN,NaN,,true,Center,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,28.4,29.2,NaN,,NaN,NaN,true,NaN,NaN,97.8,50.9,NaN,0.04872418940067291,NaN,3,2,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581032691,262,13,1,24,21,O. Buch,y4dl1rer075c9wz6zhx7skbt,1,72.9,50.9,2023-08-23T17:24:21.330,2023-08-23T17:25:33,1.0,"{""id"": 4459805477, ""qualifierId"": 327, ""value"": ""2""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,true,,true,true,,NaN,NaN,,true,Center,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,58.8,8.3,NaN,,NaN,NaN,NaN,NaN,true,97.8,49.6,NaN,0.019571755081415176,NaN,2,2,NaN,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,true,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581035293,319,13,1,34,28,M. Kristensen,932yrcg5whf7qk0o70cx5n88a,1,91.1,53.5,2023-08-23T17:34:27.690,2023-08-23T17:35:41,1.0,"{""id"": 4459819869, ""qualifierId"": 328}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,true,NaN,,NaN,NaN,,true,NaN,,true,Center,,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,53.3,76.4,NaN,,NaN,NaN,true,true,NaN,98.5,51.1,NaN,0.1334248185157776,NaN,2,1,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581036145,353,15,1,38,29,M. Kristensen,932yrcg5whf7qk0o70cx5n88a,1,74.2,60.6,2023-08-23T17:38:28.944,2023-08-23T17:42:14,1.0,"{""id"": 4459827681, ""qualifierId"": 82}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,true,,true,true,,NaN,NaN,,true,Center,,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,NaN,,true,NaN,51.4,19,NaN,,81.6,57.9,NaN,NaN,true,96.4,51.4,413,0.02388840727508068,NaN,1,2,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581037887,422,13,1,47,4,A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,1,74.2,42.3,2023-08-23T17:47:04.215,2023-08-23T17:48:18,NaN,"{""id"": 4459834163, ""qualifierId"": 321, ""value"": ""0.02591784857213497""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,true,,NaN,NaN,,NaN,NaN,,NaN,Center,,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,39.5,1.4,NaN,,NaN,NaN,NaN,NaN,true,98.6,50,NaN,0.02591784857213497,NaN,1,3,true,,NaN,NaN,,,,true,NaN,,,NaN,true,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581037143,455,15,1,43,14,L. Jensen,139g7ilwvcpl519v3scnweg2d,1,87.4,35.8,2023-08-23T17:43:13.589,2023-08-23T17:44:23,1.0,"{""id"": 4459830271, ""qualifierId"": 29}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,NaN,,true,true,,NaN,NaN,,true,Center,,true,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,52.8,2.5,NaN,,98.6,47.8,true,NaN,NaN,NaN,NaN,389,0.05348604917526245,0.2813,2,2,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581040999,505,15,2,50,24,M. Jespersen,7nt9il7b9vvtgfco15bdpfpx,1,89.9,66.5,2023-08-23T18:08:28.372,2023-08-23T18:12:10,1.0,"{""id"": 4459855119, ""qualifierId"": 233, ""value"": ""547""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,NaN,,true,true,,NaN,NaN,,true,Center,,NaN,true,NaN,,NaN,NaN,NaN,true,NaN,NaN,,true,NaN,51.4,19,NaN,,92.0,63.4,true,NaN,NaN,99.1,52.9,547,0.07212541252374649,NaN,2,2,NaN,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581043343,618,13,2,59,1,L. Steffensen,9l89n30nejpn2u22ygvchwnze,1,91.6,48.8,2023-08-23T18:17:05.697,2023-08-23T18:21:20,1.0,"{""id"": 4459868189, ""qualifierId"": 153}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,true,NaN,,NaN,NaN,,true,NaN,,true,Center,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,26.8,19,NaN,,96.0,38.4,true,NaN,NaN,99.3,48.7,NaN,0.12148486822843552,NaN,2,2,true,,NaN,NaN,,,,NaN,NaN,,,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,true,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581045449,653,13,2,66,59,M. Kristensen,932yrcg5whf7qk0o70cx5n88a,1,92.6,52.2,2023-08-23T18:25:03.316,2023-08-23T18:27:02,1.0,"{""id"": 4459875737, ""qualifierId"": 22}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,true,NaN,,NaN,true,,NaN,NaN,,true,Center,,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,50.3,73.6,NaN,,NaN,NaN,true,NaN,NaN,99.3,50.7,NaN,0.1152566522359848,NaN,3,2,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581048211,742,16,2,77,44,T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,1,94.9,51.5,2023-08-23T18:35:47.902,2023-08-23T18:37:14,1.0,"{""id"": 4459891797, ""qualifierId"": 79}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,true,NaN,NaN,,NaN,true,,NaN,NaN,,true,Center,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,51.0,31.0,NaN,,NaN,NaN,true,true,NaN,98.8,50.4,NaN,0.39021819829940796,0.7198,3,1,true,,2023-08-23 19:35:47.575,77:43.855,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,true,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581051045,785,13,2,87,12,S. Trier,2o8ixlj5a60v1ksfqph5q2k89,1,92.0,48.5,2023-08-23T18:45:16.374,2023-08-23T18:46:28,1.0,"{""id"": 4459907073, ""qualifierId"": 25}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,true,NaN,true,NaN,,NaN,NaN,,NaN,true,,true,Center,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,true,41.3,22.2,NaN,,NaN,NaN,true,NaN,NaN,98.5,50,NaN,0.08125094324350357,NaN,3,2,true,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581052345,827,13,2,91,46,C. Kudsk,eja5wel1vk3bq6nf416b4ajft,1,73.5,25.5,2023-08-23T18:49:49.743,2023-08-23T18:50:58,1.0,"{""id"": 4459914259, ""qualifierId"": 102, ""value"": ""39.8""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,NaN,true,,NaN,true,,NaN,NaN,,true,Center,,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,39.8,8.3,NaN,,NaN,NaN,NaN,NaN,true,98.4,48.9,NaN,0.010936079546809196,NaN,2,2,NaN,,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2581050419,832,16,2,84,40,A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,1,88.5,50.0,2023-08-23T18:42:44.613,2023-08-23T18:43:59,NaN,"{""id"": 4459903363, ""qualifierId"": 473, ""value"": ""3k1f77pakdtva5y6ab1itfz6l""}",9jq4odhd77oc067nogelc5h5g,Vendsyssel vs Kolding,2023-08-23,NaN,NaN,true,NaN,,true,NaN,,NaN,NaN,,NaN,Center,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,50.3,31.6,NaN,,NaN,NaN,NaN,true,NaN,99.4,49.5,NaN,0.7884,0.9436,1,1,NaN,,2023-08-23 19:42:43.888,84:40.168,,,,true,true,,,NaN,NaN,PENALTY_WON,441213,8984,,771,544848,831,3k1f77pakdtva5y6ab1itfz6l,,,,,,NaN,,,,,,,,,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581887625,43,15,1,5,6,A. Beck,dyzzo6n83rg4fpvmqqa69moes,1,92.5,30.5,2023-08-26T12:06:04.500,2023-08-27T21:29:17,1.0,"{""id"": 4464420267, ""qualifierId"": 22}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,,true,Center,NaN,true,NaN,NaN,,,NaN,NaN,true,,NaN,NaN,NaN,NaN,49.9,1.9,NaN,NaN,98.6,44.2,true,NaN,NaN,NaN,NaN,73,0.06743454188108444,0.0277,2,1,true,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581887657,44,16,1,5,7,T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,1,98.7,56.3,2023-08-26T12:06:06.108,2023-08-27T21:29:20,NaN,"{""id"": 4464423799, ""qualifierId"": 230, ""value"": ""98.5""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,,NaN,Center,NaN,NaN,NaN,NaN,,,NaN,true,NaN,,NaN,NaN,NaN,NaN,54.3,10.8,NaN,NaN,NaN,NaN,NaN,true,NaN,98.5,41.7,NaN,0.8056153059005737,0.927,1,0,true,,2023-08-26 13:06:05.838,05:07.422,NaN,1.5,58.3,true,,,NaN,NaN,NaN,ATTEMPT_SAVED,553685,13253,NaN,,,43,82ahpi5z6x9dbhsc2b3su81ag,NaN,NaN,,true,43,NaN,,,,NaN,,true,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581891641,72,13,1,9,40,C. Kudsk,eja5wel1vk3bq6nf416b4ajft,1,84.8,35.2,2023-08-26T12:10:38.468,2023-08-27T21:29:19,NaN,"{""id"": 4464442151, ""qualifierId"": 230, ""value"": ""96.3""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,true,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,Center,NaN,true,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,50.8,56.9,NaN,NaN,NaN,NaN,NaN,NaN,true,96.3,44.9,NaN,0.009284065105021,NaN,3,3,true,,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,true,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,true,NaN,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2581888471,81,15,1,6,16,M. Christensen,a8zxp4qf5nw7eumulk3z3d15g,1,85.1,58.6,2023-08-26T12:07:14.576,2023-08-27T21:29:16,1.0,"{""id"": 4464741391, ""qualifierId"": 22}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,,true,Center,NaN,NaN,NaN,true,,,NaN,NaN,true,,NaN,NaN,NaN,NaN,49.9,3.8,NaN,NaN,98.4,53.6,true,NaN,NaN,NaN,NaN,551,0.07207713276147842,0.0256,3,2,NaN,,NaN,NaN,true,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581898153,124,13,1,16,28,P. Ngongo,1nn1wc14k9zd3wtu73loj7kes,1,96.9,54.6,2023-08-26T12:17:27.260,2023-08-28T17:30:22,1.0,"{""id"": 4464504449, ""qualifierId"": 231, ""value"": ""54.0""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,true,NaN,NaN,,NaN,NaN,NaN,NaN,true,,true,Center,NaN,NaN,NaN,true,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,56.6,8.3,NaN,NaN,99.5,55.8,true,true,NaN,99.5,54.0,NaN,0.23656418919563293,NaN,3,2,true,,NaN,NaN,true,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,true,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581898275,129,13,1,16,38,C. Kudsk,eja5wel1vk3bq6nf416b4ajft,1,86.3,42.0,2023-08-26T12:17:36.899,2023-08-28T17:30:14,1.0,"{""id"": 4464476881, ""qualifierId"": 103, ""value"": ""23.6""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,true,NaN,,true,NaN,NaN,NaN,true,,true,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,true,43.4,23.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.4,49.1,NaN,0.07916774600744247,NaN,1,3,true,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2581894623,131,16,1,12,21,H. Petersen,8fv2a7mnj98zcgfy7gph1xa1g,1,1.0,49.4,2023-08-26T12:13:20.760,2023-08-27T21:09:20,NaN,"{""id"": 4464456697, ""qualifierId"": 56, ""value"": ""Center""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,true,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,true,NaN,NaN,NaN,47.8,15.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.1,53.1,NaN,NaN,NaN,NaN,NaN,NaN,,2023-08-26 13:13:20.008,12:21.592,NaN,99.0,52.2,NaN,,,NaN,NaN,NaN,OWN_GOAL,552279,13253,NaN,,,91,dwrpyvqe3r30u9fjq5t5p1xsg,true,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,true,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581904707,195,13,1,27,7,C. Vestergaard,3xz0h3d6r2qgmv9egms8yaz56,1,89.2,43.7,2023-08-26T12:28:05.601,2023-08-28T17:30:18,1.0,"{""id"": 4464508149, ""qualifierId"": 56, ""value"": ""Center""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,true,NaN,true,NaN,,NaN,NaN,NaN,true,NaN,,true,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,59.2,63.9,NaN,NaN,NaN,NaN,true,NaN,NaN,97.7,48.0,NaN,0.03134367987513542,NaN,3,2,true,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,true,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581907441,249,13,1,32,18,D. Wilkins,5q4p56lg1vjsqo824aql0e1d6,1,79.6,26.6,2023-08-26T12:33:17.394,2023-08-28T18:30:10,1.0,"{""id"": 4464522399, ""qualifierId"": 231, ""value"": ""45.8""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,,true,Center,NaN,NaN,NaN,true,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,59.0,62.5,NaN,NaN,NaN,NaN,NaN,NaN,true,98.0,45.8,NaN,0.019468888640403748,NaN,2,3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,true,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581936203,428,15,2,54,38,T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,1,89.3,63.4,2023-08-26T13:14:13.720,2023-08-28T18:30:08,1.0,"{""id"": 4464673577, ""qualifierId"": 326, ""value"": ""2""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,true,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,,true,Center,NaN,NaN,true,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,53.2,21.5,NaN,NaN,98.4,54.5,true,NaN,NaN,NaN,NaN,563,0.030817050486803055,0.161,2,1,true,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,true,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581936837,433,16,2,55,22,T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,1,94.4,42.7,2023-08-26T13:14:56.885,2023-08-28T19:29:51,1.0,"{""id"": 4464680715, ""qualifierId"": 29}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,,true,Center,true,NaN,NaN,NaN,,,NaN,true,NaN,,NaN,NaN,NaN,NaN,53.0,7.6,true,NaN,NaN,NaN,true,true,NaN,99.0,47.8,NaN,0.11267966777086258,0.8513,3,2,true,,2023-08-26 14:14:56.423,55:21.757,NaN,99.0,48.6,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,true,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581943727,488,15,2,65,26,A. Beck,dyzzo6n83rg4fpvmqqa69moes,1,91.5,32.6,2023-08-26T13:25:01.400,2023-08-28T21:29:46,1.0,"{""id"": 4464715915, ""qualifierId"": 63}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,,true,Center,NaN,true,NaN,NaN,,,NaN,true,NaN,,NaN,NaN,NaN,NaN,53.9,3.2,NaN,NaN,98.9,46.9,true,NaN,NaN,NaN,NaN,641,0.07074227929115295,0.57,2,2,true,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581945191,509,15,2,68,2,T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,1,81.3,49.7,2023-08-26T13:27:36.955,2023-08-28T21:29:49,NaN,"{""id"": 4464724187, ""qualifierId"": 327, ""value"": ""3""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,true,,true,NaN,NaN,NaN,NaN,,NaN,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,true,NaN,true,NaN,46.7,19,true,NaN,82.8,49.5,NaN,NaN,true,97.8,48.9,664,0.033691637217998505,NaN,3,3,true,,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,true,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2581933331,539,15,2,50,45,R. Marcus,ahs6m7vvgmj6ydqok7as4nx0,1,70.1,44.5,2023-08-26T13:10:19.930,2023-08-26T13:11:33,1.0,"{""id"": 4464658155, ""qualifierId"": 233, ""value"": ""399""}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,NaN,true,,true,NaN,NaN,true,NaN,,true,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,true,,NaN,NaN,true,NaN,50.0,19,NaN,NaN,83.3,46.9,NaN,NaN,true,98.1,48.9,399,0.014668837189674377,NaN,1,3,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2581947437,546,16,2,71,47,P. Ngongo,1nn1wc14k9zd3wtu73loj7kes,1,87.9,39.7,2023-08-26T13:31:22.662,2023-08-28T21:29:53,1.0,"{""id"": 4464741877, ""qualifierId"": 214}",9kppbfj8n40ntcyfk5qz328es,Kolding vs Helsingør,2023-08-26,NaN,NaN,true,NaN,,true,NaN,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,,,NaN,NaN,true,,NaN,NaN,NaN,NaN,49.6,3.8,NaN,NaN,NaN,NaN,NaN,true,true,94.0,44.9,NaN,0.3678993284702301,0.5025,2,1,NaN,,2023-08-26 14:31:21.792,71:47.126,NaN,93.8,44.4,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,true,,NaN,,,NaN,,NaN,,,,,NaN,NaN,true,,,,,,,,,,,,,
