contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,17,18,20,21,22,24,25,26,29,56,60,61,62,63,72,73,74,75,76,77,78,79,80,82,83,87,89,102,103,108,120,122,146,147,154,160,214,215,230,231,233,280,281,282,321,322,323,324,326,327,328,338,374,375,395,396,458,468,472,16,19,23,64,67,81,85,100,101,133,139,153,391,362,65,84,114,121,137,138,216,217,274,300,113,273,9,86,353,390,68,136,469,28,473,69,276,254,66,192,314,275
6wwwud48qahpwrfxs20334qk5,Fredericia,2681398873,48,15,1,4,51,F. Carstensen,2of6xfvdgpsrqehwxrc39kcq2,1,96.7,31.1,2024-05-02T16:07:36.713,2024-05-03T15:56:27,1.0,"{""id"": 4997268737, ""qualifierId"": 22}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.0,4.4,NaN,NaN,NaN,99.5,44.9,true,NaN,NaN,NaN,NaN,NaN,64,NaN,NaN,NaN,0.05980799347162247,0.037,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681398413,50,13,1,3,40,D. Wilkins,5q4p56lg1vjsqo824aql0e1d6,1,80.0,69.1,2024-05-02T16:06:25.367,2024-05-02T16:07:36,1.0,"{""id"": 4997266077, ""qualifierId"": 22}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.2,34.7,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,98.2,51.4,NaN,NaN,NaN,NaN,0.025711432099342346,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681400845,125,15,1,11,1,M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,1,86.2,31.9,2024-05-02T16:13:46.352,2024-05-02T16:14:58,1.0,"{""id"": 4997279821, ""qualifierId"": 56, ""value"": ""Center""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,52.7,2.5,NaN,NaN,NaN,92.1,39.5,true,NaN,true,NaN,NaN,NaN,112,NaN,NaN,NaN,0.14593875408172607,0.6478,NaN,NaN,1,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681401109,136,13,1,11,51,M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,1,81.6,27.6,2024-05-02T16:14:36.992,2024-05-03T15:56:29,NaN,"{""id"": 4997281433, ""qualifierId"": 22}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.7,6.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.6,48.2,NaN,NaN,NaN,NaN,0.02248764969408512,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681401335,149,15,1,12,32,M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,1,90.9,35.8,2024-05-02T16:15:17.311,2024-05-03T15:56:30,1.0,"{""id"": 4997282817, ""qualifierId"": 327, ""value"": ""1""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,51.2,17.1,NaN,NaN,NaN,93.8,39.9,true,NaN,true,NaN,NaN,NaN,119,NaN,NaN,NaN,0.4215254783630371,0.5875,NaN,NaN,1,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681403297,194,13,1,18,21,S. Emini,5x8064b3yr7txk0czddfjtffu,1,76.2,29.9,2024-05-02T16:21:06.955,2024-05-02T16:22:15,1.0,"{""id"": 4997294229, ""qualifierId"": 321, ""value"": ""0.020327914506196976""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.4,90.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.8,48.4,NaN,NaN,NaN,NaN,0.020327914506196976,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681405019,249,13,1,24,36,S. Berger,8ngloyr6r0m71p8kgpfe69bvu,1,81.8,66.7,2024-05-02T16:27:21.815,2024-05-03T15:56:24,1.0,"{""id"": 4997304657, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.1,63.9,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,98.5,53.4,NaN,NaN,NaN,NaN,0.05589621141552925,NaN,NaN,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681405313,254,15,1,25,36,J. Gallegos,6gh4z3yubnpypzoakjom1rj3e,1,89.6,61.5,2024-05-02T16:28:21.861,2024-05-02T17:07:11,1.0,"{""id"": 4997306153, ""qualifierId"": 102, ""value"": ""48.8""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,48.8,1.9,NaN,NaN,NaN,95.8,55.2,true,NaN,true,NaN,NaN,NaN,253,NaN,NaN,NaN,0.34835463762283325,0.5658,NaN,NaN,1,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681405513,258,15,1,26,21,M. Soulas,6rd849oap6uh93wdwjk8590q1,1,96.1,58.1,2024-05-02T16:29:06.422,2024-05-02T16:30:47,1.0,"{""id"": 4997307059, ""qualifierId"": 56, ""value"": ""Center""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,47.3,15.8,NaN,NaN,NaN,99.5,52.5,true,true,NaN,NaN,NaN,NaN,256,NaN,NaN,NaN,0.026523470878601074,0.2762,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681405527,259,16,1,26,22,K. Ingason,a8opuarwq9byw73nhfgvo9nca,1,90.0,41.7,2024-05-02T16:29:07.278,2024-05-02T16:30:59,NaN,"{""id"": 4997308761, ""qualifierId"": 103, ""value"": ""29.1""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,50.6,29.1,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,99.0,48.4,NaN,ATTEMPT_SAVED,434599,2827,0.19682276248931885,0.0793,true,NaN,1,3,true,258,2024-05-02 17:29:06.563,26:21.540,1.2,52.9,true,NaN,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681406083,267,13,1,28,27,J. Juelsgård,ei3xmwfz8dah5e4lcbu4w98t1,1,90.5,53.0,2024-05-02T16:31:12.311,2024-05-02T16:32:26,1.0,"{""id"": 4997310381, ""qualifierId"": 17}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.4,19.4,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,99.0,50.7,NaN,NaN,NaN,NaN,0.02369547262787819,NaN,NaN,NaN,3,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681406451,285,15,1,29,37,S. Berger,8ngloyr6r0m71p8kgpfe69bvu,1,91.4,29.3,2024-05-02T16:32:22.575,2024-05-02T16:33:31,1.0,"{""id"": 4997312321, ""qualifierId"": 327, ""value"": ""2""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,48.7,4.4,NaN,NaN,NaN,99.3,47.7,NaN,NaN,NaN,true,NaN,NaN,275,NaN,NaN,NaN,0.026163002476096153,0.0416,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681406675,287,15,1,30,26,M. Soulas,6rd849oap6uh93wdwjk8590q1,1,71.1,33.6,2024-05-02T16:33:11.652,2024-05-03T15:56:27,1.0,"{""id"": 4997313773, ""qualifierId"": 102, ""value"": ""51.2""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,51.2,6.3,NaN,NaN,NaN,96.9,47.8,NaN,NaN,NaN,true,NaN,NaN,287,NaN,NaN,NaN,0.009186026640236378,0.0423,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681406873,296,16,1,31,8,S. Berger,8ngloyr6r0m71p8kgpfe69bvu,1,86.2,37.8,2024-05-02T16:33:53.906,2024-05-03T15:56:20,1.0,"{""id"": 4997316081, ""qualifierId"": 154}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.2,23.4,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,98.4,46.8,NaN,NaN,NaN,NaN,0.0907147228717804,0.3911,NaN,NaN,2,2,NaN,NaN,2024-05-02 17:33:52.904,31:07.881,98.6,49.5,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681408393,319,13,1,35,53,M. Soulas,6rd849oap6uh93wdwjk8590q1,1,90.4,52.8,2024-05-02T16:38:38.623,2024-05-03T15:56:19,1.0,"{""id"": 4997323955, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.1,61.1,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,96.0,50.7,NaN,NaN,NaN,NaN,0.23787671327590942,NaN,NaN,NaN,1,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681410077,344,13,1,41,10,S. Emini,5x8064b3yr7txk0czddfjtffu,1,76.4,48.5,2024-05-02T16:43:55.581,2024-05-02T16:45:06,1.0,"{""id"": 4997333981, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,42.4,48.6,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,98.6,49.8,NaN,NaN,NaN,NaN,0.03439408168196678,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681410843,354,15,1,43,16,T. Sommer,5jdkdvxssuc8gvzwwrq5bs76y,1,92.4,57.7,2024-05-02T16:46:01.499,2024-05-03T15:56:20,1.0,"{""id"": 4997338485, ""qualifierId"": 321, ""value"": ""0.08371704816818237""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,51.7,21.5,true,NaN,NaN,98.9,52.0,NaN,true,NaN,NaN,NaN,NaN,390,NaN,NaN,NaN,0.08371704816818237,0.0974,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681411131,362,13,1,44,17,M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,1,85.6,46.8,2024-05-02T16:47:02.667,2024-05-03T15:56:23,1.0,"{""id"": 4997340079, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.1,6.9,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,99.0,49.3,NaN,NaN,NaN,NaN,0.023314492776989937,NaN,NaN,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681415477,430,13,2,49,7,D. Grétarsson,czpstoiy12awqpasz573ckp91,1,72.8,63.8,2024-05-02T17:11:03.742,2024-05-03T15:56:17,1.0,"{""id"": 4997365639, ""qualifierId"": 83}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,57.3,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.9,50.4,NaN,NaN,NaN,NaN,0.016309192404150963,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681417441,485,13,2,56,35,S. Emini,5x8064b3yr7txk0czddfjtffu,1,76.0,42.2,2024-05-02T17:18:31.850,2024-05-02T17:19:38,NaN,"{""id"": 4997376979, ""qualifierId"": 102, ""value"": ""45.9""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.9,88.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.8,49.6,NaN,NaN,NaN,NaN,0.06690774857997894,NaN,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681416707,532,15,2,53,27,C. Gammelgaard,1hbucfyn2l3bxcw5r4zcb1dlg,1,88.0,33.8,2024-05-02T17:15:23.588,2024-05-03T15:56:16,1.0,"{""id"": 4997372667, ""qualifierId"": 215}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,49.8,19,NaN,NaN,NaN,91.6,38.6,NaN,NaN,NaN,true,99.3,48.0,461,NaN,NaN,NaN,0.03259679675102234,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681416925,537,15,2,54,21,S. Berger,8ngloyr6r0m71p8kgpfe69bvu,1,76.7,38.8,2024-05-02T17:16:18.210,2024-05-03T15:56:16,1.0,"{""id"": 4997374055, ""qualifierId"": 147, ""value"": ""48.9""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,48.2,1.3,NaN,NaN,NaN,98.1,48.9,NaN,NaN,NaN,true,NaN,NaN,465,NaN,NaN,NaN,0.021851832047104836,0.0763,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681420253,592,15,2,69,11,T. Klysner,d88feog3dgv09oxbzn15xqesq,1,85.5,38.0,2024-05-02T17:31:07.860,2024-05-03T15:56:13,1.0,"{""id"": 4998624713, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,50.9,19,NaN,NaN,NaN,90.4,42.4,NaN,true,NaN,NaN,98.8,47.3,667,NaN,NaN,NaN,0.08372543752193451,NaN,NaN,NaN,1,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681421687,627,13,2,74,21,T. Klysner,d88feog3dgv09oxbzn15xqesq,1,89.8,43.4,2024-05-02T17:36:18.177,2024-05-03T15:56:14,1.0,"{""id"": 4997402239, ""qualifierId"": 154}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.9,91.7,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,92.8,49.5,NaN,NaN,NaN,NaN,0.6652657985687256,NaN,NaN,NaN,1,0,true,NaN,NaN,NaN,NaN,NaN,NaN,2681421721,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681422735,639,15,2,77,10,T. Kløve,ozsu77pdl1qshegexnbjfqvp,1,92.4,49.6,2024-05-02T17:39:07.108,2024-05-02T18:13:13,NaN,"{""id"": 4997446253, ""qualifierId"": 322, ""value"": ""0.5723""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.4,22.2,NaN,NaN,NaN,99.0,48.7,NaN,true,NaN,NaN,NaN,NaN,729,NaN,NaN,NaN,0.1492902636528015,0.5723,NaN,NaN,2,2,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681423253,658,15,2,78,32,S. Andreasen,4qyfoq5fjiochtj89w426lm21,1,94.4,41.6,2024-05-02T17:40:29.540,2024-05-02T17:41:38,1.0,"{""id"": 4997411511, ""qualifierId"": 233, ""value"": ""744""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,50.3,10.1,NaN,NaN,NaN,98.9,48.7,true,NaN,NaN,NaN,NaN,NaN,744,NaN,NaN,NaN,0.04218431934714317,0.0304,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681424489,689,15,2,82,43,S. Andreasen,4qyfoq5fjiochtj89w426lm21,1,86.5,43.1,2024-05-02T17:44:39.821,2024-05-03T15:10:22,1.0,"{""id"": 4997418361, ""qualifierId"": 327, ""value"": ""2""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,true,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.5,1.9,NaN,NaN,NaN,98.8,49.1,true,NaN,NaN,NaN,NaN,NaN,771,NaN,NaN,NaN,0.14540338516235352,0.5937,NaN,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aljua8crr0vkwit0j3m59jw9j,SønderjyskE,2681424529,691,16,2,82,45,S. Andreasen,4qyfoq5fjiochtj89w426lm21,1,95.2,56.6,2024-05-02T17:44:42.125,2024-05-03T15:56:11,NaN,"{""id"": 4997420245, ""qualifierId"": 103, ""value"": ""31.6""}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.9,31.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,97.1,54.0,NaN,NaN,NaN,NaN,0.39269575476646423,0.8457,true,true,1,2,NaN,689,2024-05-02 18:44:41.720,82:45.503,97.5,54.2,true,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2681421087,706,15,2,72,25,F. Carstensen,2of6xfvdgpsrqehwxrc39kcq2,1,75.7,66.9,2024-05-02T17:34:21.336,2024-05-03T15:56:15,1.0,"{""id"": 4997398297, ""qualifierId"": 29}",d5bsbyw5pftsnp5oksx1jh0yc,SønderjyskE vs Fredericia,2024-05-02,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.9,5.1,NaN,NaN,NaN,98.8,52.9,NaN,NaN,NaN,true,NaN,NaN,614,NaN,NaN,NaN,0.03638682886958122,0.2324,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
