player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
S. Jakobsen,dppuijohq1dfgwzfs2u1lynkl,b2vft81kyjurzbmekvgrqwr64,1,1,Substitute,NaN,Defender,2,NaN,2,NaN,2,NaN,NaN,NaN,3,3,1,3,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
W. Tønning,bgk8lqv11jhwxo5m1rjlfdz4k,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Tjørnelund,8nav5b7f3g14uh4iethwpirit,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
A. Yoda,dks42ixnh6n3utbuqmovk3a50,b2vft81kyjurzbmekvgrqwr64,1,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,2,NaN,NaN,NaN,3,3,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
K. Shushman,ae86fel4p9nioy219v3lg62hg,b8oqgvx1ijeyn6y1cn6929ix4,1,NaN,Goalkeeper,Centre,NaN,11,NaN,1,NaN,12,2,NaN,4,22,14,90,22,9,7,15,2,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Vestergård,f58yr2jmfp8kpgprfxbokt1t6,b8oqgvx1ijeyn6y1cn6929ix4,6,1,Defender,Left/Centre,NaN,33,3,5,1,19,9,2,21,40,21,90,16,11,11,26,13,16,1,NaN,1,2,2,1,2,NaN,1,NaN,NaN,NaN,1,1,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
P. Tjørnelund,37mo55lynu3blqnb8k9ln8k16,b8oqgvx1ijeyn6y1cn6929ix4,4,2,Defender,Centre,NaN,30,1,5,NaN,24,2,1,7,41,27,81,18,3,7,15,1,4,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
C. Vestergaard,3xz0h3d6r2qgmv9egms8yaz56,b8oqgvx1ijeyn6y1cn6929ix4,5,2,Defender,Centre/Right,NaN,13,NaN,5,1,4,5,NaN,9,27,8,81,16,6,5,20,3,10,NaN,1,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,b8oqgvx1ijeyn6y1cn6929ix4,4,3,Midfielder,Left,NaN,19,1,6,12,6,4,1,13,32,8,90,15,10,9,32,11,21,2,3,2,4,NaN,6,NaN,3,5,2,NaN,1,NaN,1,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Jespersen,7nt9il7b9vvtgfco15bdpfpx,b8oqgvx1ijeyn6y1cn6929ix4,3,1,Midfielder,Left/Centre,NaN,24,2,1,4,10,2,NaN,18,32,11,68,9,8,6,25,12,18,1,NaN,2,2,NaN,NaN,NaN,1,2,NaN,NaN,2,NaN,NaN,,NaN,NaN,1,1,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
C. Kudsk,eja5wel1vk3bq6nf416b4ajft,b8oqgvx1ijeyn6y1cn6929ix4,4,NaN,Midfielder,Centre/Right,NaN,20,1,4,4,11,5,1,11,26,13,90,7,8,8,17,7,13,NaN,NaN,NaN,3,NaN,1,NaN,NaN,4,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Vetter,3ywgt5v070xudujs9f7cuqm7d,b8oqgvx1ijeyn6y1cn6929ix4,5,3,Midfielder,Right,NaN,15,1,8,11,3,4,1,14,21,6,90,11,6,9,18,8,11,2,3,2,4,NaN,2,NaN,NaN,2,1,NaN,1,1,1,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
S. Sommer,77ukg02lmfn6r70xfkw9607op,b8oqgvx1ijeyn6y1cn6929ix4,7,2,Attacking Midfielder,Centre,NaN,10,1,2,3,5,3,NaN,6,12,5,45,5,2,8,10,5,7,NaN,NaN,1,5,1,2,1,NaN,2,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
T. Mikkelsen,3l0wq19mq865qi29ndtb0axn9,b8oqgvx1ijeyn6y1cn6929ix4,8,3,Striker,Left/Centre,NaN,5,2,3,1,1,NaN,NaN,5,10,1,69,3,NaN,1,11,2,5,NaN,3,NaN,NaN,1,1,1,2,5,3,NaN,1,NaN,NaN,,1,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
P. Ngongo,1nn1wc14k9zd3wtu73loj7kes,b8oqgvx1ijeyn6y1cn6929ix4,11,7,Striker,Centre/Right,NaN,10,1,9,3,NaN,1,1,10,15,1,86,5,4,2,14,7,11,2,4,2,NaN,1,NaN,1,1,6,1,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
A. Beck,dyzzo6n83rg4fpvmqqa69moes,b8oqgvx1ijeyn6y1cn6929ix4,6,1,Substitute,NaN,Midfielder,6,NaN,4,2,2,2,NaN,4,9,3,45,3,2,4,9,3,3,NaN,2,NaN,2,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
N. Bossen,dvnd5025v01tme7xzayw6jhn8,b8oqgvx1ijeyn6y1cn6929ix4,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
S. Denius,24t4ulsxyeufbmnnht3bru3md,b8oqgvx1ijeyn6y1cn6929ix4,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Kiilerich,c1kv9ybtguhs625d1vwlwa6ay,b8oqgvx1ijeyn6y1cn6929ix4,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Kristensen,932yrcg5whf7qk0o70cx5n88a,b8oqgvx1ijeyn6y1cn6929ix4,2,NaN,Substitute,NaN,Attacker,4,NaN,2,1,NaN,NaN,NaN,4,7,NaN,4,2,1,NaN,7,3,6,1,2,1,NaN,NaN,NaN,NaN,1,4,1,NaN,NaN,NaN,1,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
C. Palm,b6l4m6bmqgil9bjjov4tnuivo,b8oqgvx1ijeyn6y1cn6929ix4,3,1,Substitute,NaN,Midfielder,6,3,6,NaN,2,1,2,4,7,3,22,3,2,4,5,3,3,1,1,1,2,NaN,1,NaN,1,2,2,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Sørensen,8bm71c4c8n042rn1bm15f6fbo,b8oqgvx1ijeyn6y1cn6929ix4,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
S. Trier,2o8ixlj5a60v1ksfqph5q2k89,b8oqgvx1ijeyn6y1cn6929ix4,NaN,NaN,Substitute,NaN,Defender,9,NaN,1,2,6,2,NaN,3,13,6,9,7,4,3,7,1,5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
I. Tånnander,6bajck5osvj7trnwt2a5mc3dg,b8oqgvx1ijeyn6y1cn6929ix4,2,NaN,Substitute,NaN,Midfielder,7,NaN,NaN,NaN,3,NaN,NaN,4,7,3,21,2,1,2,4,2,2,1,NaN,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3412,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
V. Birksø,eiy7fhqxdx3ypg4dq4454hpbe,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Goalkeeper,Centre,NaN,13,NaN,2,NaN,13,2,NaN,3,19,14,57,18,5,7,10,2,5,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
F. Christensen,4smb0sorl9dms1k26si6tbqzu,6wwwud48qahpwrfxs20334qk5,2,2,Defender,Left,NaN,27,NaN,3,3,13,5,NaN,16,33,14,90,9,6,6,23,7,11,1,NaN,1,1,NaN,4,NaN,NaN,2,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Juelsgård,ei3xmwfz8dah5e4lcbu4w98t1,6wwwud48qahpwrfxs20334qk5,3,3,Defender,Left/Centre,NaN,38,NaN,5,4,23,7,NaN,20,48,26,90,30,10,11,32,4,10,NaN,1,NaN,4,5,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Wohlgemuth,e8vt8711wb40afht2v13omket,6wwwud48qahpwrfxs20334qk5,2,1,Defender,Centre/Right,NaN,16,NaN,3,NaN,18,1,NaN,3,18,20,29,4,1,1,3,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Fischer,5ezedgrsrflkr1gi8o6eu7j3e,6wwwud48qahpwrfxs20334qk5,5,4,Defender,Right,NaN,44,NaN,10,1,25,9,NaN,22,51,26,90,25,11,10,28,10,15,NaN,6,NaN,1,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
N. Røjkjær,drzdo6ouxi5n4jafhfajpor85,6wwwud48qahpwrfxs20334qk5,8,1,Defensive Midfielder,Left/Centre,NaN,59,3,7,7,19,4,1,44,69,24,90,20,7,10,53,21,26,2,1,2,6,3,2,3,NaN,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
L. Hetemi,7uia9zlz3axnuc6usdn9u4kfe,6wwwud48qahpwrfxs20334qk5,2,NaN,Defensive Midfielder,Centre/Right,NaN,52,3,9,1,20,1,3,33,58,23,77,12,6,5,37,11,13,2,2,2,3,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,,2,2,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
F. Carstensen,2of6xfvdgpsrqehwxrc39kcq2,6wwwud48qahpwrfxs20334qk5,4,1,Attacking Midfielder,Left,NaN,22,3,4,1,10,2,1,13,31,14,77,9,4,4,18,7,11,NaN,2,NaN,2,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,,1,NaN,1,1,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
S. Berger,8ngloyr6r0m71p8kgpfe69bvu,6wwwud48qahpwrfxs20334qk5,2,NaN,Attacking Midfielder,Centre,NaN,19,2,2,NaN,2,1,1,17,20,2,57,4,1,2,18,11,11,NaN,NaN,NaN,1,NaN,NaN,NaN,3,5,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
T. Bach,5lssweodhkyifhj333v6f6r6c,6wwwud48qahpwrfxs20334qk5,13,4,Attacking Midfielder,Right,NaN,21,4,8,3,4,4,1,18,28,7,90,10,1,6,23,12,16,NaN,5,1,1,2,2,2,2,6,1,1,1,1,1,,1,NaN,1,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
A. Jakobsen,hm7w2b4a6j0q3bprq118r5uy,6wwwud48qahpwrfxs20334qk5,12,3,Striker,Centre,NaN,19,6,6,2,7,NaN,1,12,29,10,90,5,2,3,20,9,16,1,2,1,2,1,1,1,2,4,1,NaN,1,NaN,NaN,,5,4,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Brinch,6yev7nszmpylpqncom2gdkul1,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,6wwwud48qahpwrfxs20334qk5,2,1,Substitute,NaN,Midfielder,5,NaN,NaN,NaN,2,2,NaN,3,6,3,13,2,NaN,2,3,3,3,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Juhl,duvhbifjh37mvlm46akiy431m,6wwwud48qahpwrfxs20334qk5,4,NaN,Substitute,NaN,Defender,34,NaN,4,1,14,2,NaN,25,42,16,61,16,4,2,32,13,18,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
F. Mehder,3938g251uzvj197yknpr0044p,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Goalkeeper,4,NaN,1,NaN,5,1,NaN,1,6,7,33,9,1,8,6,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
E. Dall,91xtn2wlot8g8ue89zn4iiyqy,6wwwud48qahpwrfxs20334qk5,1,1,Substitute,NaN,Attacker,1,NaN,NaN,NaN,1,NaN,NaN,NaN,2,1,13,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Gertsen,elheowoqzb5jq07fpw19g85bd,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
E. Simonsen,45ssaw51hm80y1tfalyesap9m,6wwwud48qahpwrfxs20334qk5,2,NaN,Substitute,NaN,Midfielder,10,5,7,2,2,1,3,8,14,2,33,4,NaN,3,12,6,9,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
J. Jessen,6wfu6s6xo5zjeke21fgbouql0,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Kolding vs Fredericia,9pp800qe306cdptmhavs30pw4,2023-09-22
M. Delač,8uhv14rin2znrr0wqgvcc2f2t,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Goalkeeper,Centre,NaN,8,NaN,1,NaN,4,3,NaN,11,14,5,90,33,15,14,32,2,15,1,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
A. Ekeroth,c1p51x3fg0dgss14z9vozfqc4,a9vw7ikerpr4cuweeeka5aneg,3,1,Defender,Left,NaN,13,1,4,NaN,7,5,1,6,26,12,90,12,7,7,15,3,7,NaN,2,NaN,2,5,1,5,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
S. Reese,4bkqvwlmbwul0s8lbbq6mifp,a9vw7ikerpr4cuweeeka5aneg,3,3,Defender,Left/Centre,NaN,21,NaN,4,1,11,1,NaN,10,28,13,90,13,10,4,16,4,10,2,3,2,3,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
O. Stanisic,2p9y93r7xfjb71d1bfckcs53p,a9vw7ikerpr4cuweeeka5aneg,4,4,Defender,Centre/Right,NaN,19,NaN,2,1,15,4,NaN,4,24,16,84,11,4,6,8,1,4,NaN,2,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
J. Buus,s8c0oxnoqt6zi7pi88rwawvd,a9vw7ikerpr4cuweeeka5aneg,8,3,Defender,Right,NaN,16,NaN,4,4,12,7,NaN,6,30,17,90,17,5,8,17,5,10,NaN,NaN,NaN,1,1,3,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
A. Ejupi,23qknnqc6885diyi50phjss7p,a9vw7ikerpr4cuweeeka5aneg,8,4,Defensive Midfielder,Left/Centre,NaN,26,NaN,4,1,19,2,NaN,8,28,19,90,7,3,7,10,4,4,3,2,3,4,6,1,6,2,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,a9vw7ikerpr4cuweeeka5aneg,7,1,Defensive Midfielder,Centre/Right,NaN,20,1,3,9,7,2,NaN,15,27,8,71,10,6,3,27,6,12,1,1,1,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,a9vw7ikerpr4cuweeeka5aneg,6,NaN,Attacking Midfielder,Left,NaN,18,4,3,5,5,4,2,14,25,6,90,12,5,10,21,9,14,NaN,1,NaN,5,1,2,1,3,2,1,NaN,1,1,NaN,NaN,NaN,NaN,1,1,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
E. Just,b9g3gwxlao9u6y4elz1sdukmh,a9vw7ikerpr4cuweeeka5aneg,8,4,Attacking Midfielder,Centre,NaN,13,5,6,3,3,1,2,11,16,3,61,6,1,5,16,7,9,1,1,1,1,NaN,3,NaN,4,9,4,NaN,3,1,NaN,NaN,NaN,NaN,1,1,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
J. Ankersen,4mxciw9jsj9l437fd7bv78p91,a9vw7ikerpr4cuweeeka5aneg,9,2,Attacking Midfielder,Right,NaN,16,1,3,3,3,1,NaN,14,23,4,71,8,1,3,21,11,16,3,2,4,1,1,2,1,1,8,NaN,NaN,1,1,1,NaN,NaN,NaN,2,1,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
A. Jacobsen,9yiz575rldkwu7icgqwk1qmdx,a9vw7ikerpr4cuweeeka5aneg,7,2,Striker,Centre,NaN,12,4,1,4,2,NaN,1,12,18,3,84,8,4,2,17,10,15,5,NaN,5,2,NaN,NaN,NaN,5,13,5,NaN,NaN,NaN,2,NaN,NaN,NaN,3,3,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
M. Bobjerg,cyast97jr969kqwdltszg1p0p,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
Edmílson dos Santos,1vvyuyj2q6w73vf9uhbldti7e,a9vw7ikerpr4cuweeeka5aneg,3,NaN,Substitute,NaN,Midfielder,2,NaN,1,NaN,NaN,NaN,NaN,2,2,NaN,19,2,1,1,2,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
F. Heiselberg,3bxz0cn0chwqvs1114ectrrsa,a9vw7ikerpr4cuweeeka5aneg,6,2,Substitute,NaN,Attacker,2,NaN,3,NaN,1,NaN,NaN,1,6,2,29,2,1,NaN,4,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
M. Jallow,5ccuvrs6aauvbah12idx0bor8,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
G. Kehinde,a5ixaq4f9h2eol29wyp7ncb2s,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
A. Ludwig,61vr9xr91fr4g6ayzga5vn9w5,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Defender,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,6,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Horsens vs Vendsyssel,9oouyg74dqd02nejbaiamkxsk,2023-09-23
