playerName,playerId,contestantId,team_name,321,9,24,25,26,label,match_id,date
I. Nikolov,bh06w40pwo6dy3cjrw3r2i0ru,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.0914033055305481,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.12170810997486115,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Kristensen,4lac0f1ev5usxpka7gaev3hii,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.09233833104372025,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Kristensen,4lac0f1ev5usxpka7gaev3hii,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.4270057678222656,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
D. Wilkins,5q4p56lg1vjsqo824aql0e1d6,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.018729565665125847,,NaN,true,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Soulas,6rd849oap6uh93wdwjk8590q1,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.013778365217149258,,NaN,true,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
D. Grétarsson,czpstoiy12awqpasz573ckp91,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.018179025501012802,,NaN,true,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.052963510155677795,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
M. Kristensen,4lac0f1ev5usxpka7gaev3hii,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.043076351284980774,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
S. Larsen,93idkfbplpb2nf7ms9q94lxqs,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.06499399244785309,,NaN,NaN,NaN,Vendsyssel vs SønderjyskE,d7iropdh1n2sty28um8vdf310,2024-05-17
A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.03583386167883873,,NaN,true,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,b2vft81kyjurzbmekvgrqwr64,Hobro,0.035000529140233994,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
C. Palm,b6l4m6bmqgil9bjjov4tnuivo,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.08830155432224274,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
J. Vetter,3ywgt5v070xudujs9f7cuqm7d,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.04932298883795738,,NaN,true,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
A. Njai,f1ba9g771s0zeel0titcj3omi,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.12237660586833954,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
M. Jespersen,7nt9il7b9vvtgfco15bdpfpx,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.036903928965330124,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
A. Beck,dyzzo6n83rg4fpvmqqa69moes,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.14164899289608002,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
M. Kristensen,bp232fgjrfyok2471ec7u1tcl,b2vft81kyjurzbmekvgrqwr64,Hobro,0.03578435629606247,,NaN,NaN,true,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
D. Ingvarsson,9d3o7jvtrmybswt14x5tq4hrd,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.030314069241285324,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
M. Kristensen,bp232fgjrfyok2471ec7u1tcl,b2vft81kyjurzbmekvgrqwr64,Hobro,0.011097867973148823,,true,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
F. Christensen,9b89pmcjk6re94bjp0ixeatjo,b2vft81kyjurzbmekvgrqwr64,Hobro,0.09079386293888092,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
F. Christensen,9b89pmcjk6re94bjp0ixeatjo,b2vft81kyjurzbmekvgrqwr64,Hobro,0.019158776849508286,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
F. Møller,e3546n3qj447qgmizao50zx1w,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,0.4501597583293915,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
F. Christensen,9b89pmcjk6re94bjp0ixeatjo,b2vft81kyjurzbmekvgrqwr64,Hobro,0.06752380728721619,,NaN,NaN,true,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
M. Freundlich,cuufy3ioo1kio56er2cfn0mqc,b2vft81kyjurzbmekvgrqwr64,Hobro,0.11236748099327087,,NaN,true,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
R. Gyamfi,efubck8twu1elbhlomltnjjtg,b2vft81kyjurzbmekvgrqwr64,Hobro,0.023544633761048317,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
F. Dietz,ebd3uvtt54wkdsahc2127j02c,b2vft81kyjurzbmekvgrqwr64,Hobro,0.023458538576960564,,NaN,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,b2vft81kyjurzbmekvgrqwr64,Hobro,0.02782631479203701,,true,NaN,NaN,Kolding vs Hobro,d7vxdl5nkkozd6ms8mp76rbpw,2024-05-17
I. Nikolov,bh06w40pwo6dy3cjrw3r2i0ru,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.0532248429954052,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
F. Ellegaard,axku82d0k0yneq3cgw2rztox6,9p2s410bvc59jz238ugicc3fn,Næstved,0.20497123897075653,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
P. Christiansen,djxtqxvqxd70prbr1gkwjp3sa,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.03147567808628082,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
K. Ingason,a8opuarwq9byw73nhfgvo9nca,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.08334476500749588,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
P. Christiansen,djxtqxvqxd70prbr1gkwjp3sa,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.44263145327568054,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
R. Vinderslev,5j9d1plbsd5ic01r3ggziutwp,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.032819733023643494,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.6606051921844482,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.048682525753974915,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
P. Christiansen,djxtqxvqxd70prbr1gkwjp3sa,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.057510100305080414,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
J. Thorsen,3b8zmft8guvxlwfl1ystmjzkl,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.12273760885000229,,true,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,9p2s410bvc59jz238ugicc3fn,Næstved,0.23844823241233826,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
S. Dhaflaoui,dcj1r91o3t276o924heml8stl,9p2s410bvc59jz238ugicc3fn,Næstved,0.06763653457164764,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,9p2s410bvc59jz238ugicc3fn,Næstved,0.013484383933246136,,true,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
S. Wæver,dglnk6pm8tm5cvb9dgqlz6kus,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.02820770815014839,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
I. Nikolov,bh06w40pwo6dy3cjrw3r2i0ru,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.08481340855360031,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
M. Mølvadgaard,24dnlh5ep1kag3tivpwu832sp,9p2s410bvc59jz238ugicc3fn,Næstved,0.022936150431632996,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
