Type,PlayerId,Team,Position,ControlArea,TotalControlArea,CenterControlArea,PenaltyAreaControl,Frames,label,date
Player,F. Mehder,Fredericia,GK,172891644.48533085,172891644.48533085,84274698.49242082,74625134.16202228,145750,Hillerød vs Fredericia,2023-10-20
Player,W. Lykke,Hillerød,GK,172808677.44999585,172808677.44999585,89227271.73696327,72380741.95852111,145750,Hillerød vs Fredericia,2023-10-20
Player,S. Sharif,Hillerød,RB,56564304.50855334,56564304.50855334,47708253.90780548,3926175.0638276455,145750,Hillerød vs Fredericia,2023-10-20
Player,M. Fischer,Fredericia,RCB,56548424.847801216,56548424.847801216,49535360.00744048,3918966.383545964,145750,Hillerød vs Fredericia,2023-10-20
Player,J. Juelsgard,Fredericia,LCB,53900427.327231385,53900427.327231385,45884852.20301622,4732495.365292849,145750,Hillerød vs Fredericia,2023-10-20
Player,L. Boje-Larsen,Hillerød,LB,53045098.2635683,53045098.2635683,46259168.46481449,2923330.6284537576,145750,Hillerød vs Fredericia,2023-10-20
Player,N. Ritter,Fredericia,LB,37274456.75470583,37274456.75470583,33699385.19896806,1345773.4439838615,96071,Hillerød vs Fredericia,2023-10-20
Player,G. Arndal-Lauritzen,Hillerød,LCB,34652064.80596793,34652064.80596793,29860816.565766938,3275589.3902568496,145750,Hillerød vs Fredericia,2023-10-20
Player,J. Witt,Hillerød,RCB,29531097.313814312,29531097.313814312,25594359.285687257,2892442.2444499615,145750,Hillerød vs Fredericia,2023-10-20
Player,F. Carstensen,Fredericia,LF,25604824.966902923,25604824.966902923,21661855.15951067,1623101.972396746,145750,Hillerød vs Fredericia,2023-10-20
Player,N. Rojkjaer,Fredericia,RCM,25584545.97466284,25584545.97466284,21922636.43972873,1390862.1364040677,145750,Hillerød vs Fredericia,2023-10-20
Player,F. Christensen,Fredericia,SUB,23036328.746654723,23036328.746654723,20901334.97800727,675676.2875198971,49679,Hillerød vs Fredericia,2023-10-20
Player,Mikkel Juhl Aagaard Andersen,Fredericia,RB,21951696.57842862,21951696.57842862,17927601.107699107,1832213.7120429622,72076,Hillerød vs Fredericia,2023-10-20
Player,J. Gertsen,Fredericia,SUB,21419440.156195343,21419440.156195343,18736850.405179724,1839854.8732692625,73674,Hillerød vs Fredericia,2023-10-20
Player,S. Pingel,Hillerød,CAM,16816574.180191793,16816574.180191793,14660766.230837893,1444370.8416403036,145750,Hillerød vs Fredericia,2023-10-20
Player,E. Dall,Fredericia,RF,15583378.122698218,15583378.122698218,13040015.632695647,1688423.4363765595,145750,Hillerød vs Fredericia,2023-10-20
Player,A. Hassan,Hillerød,SUB,14990416.323248064,14990416.323248064,12824585.132095829,1049998.6679248365,100054,Hillerød vs Fredericia,2023-10-20
Player,A. Alicino,Hillerød,LDM,14505888.589914339,14505888.589914339,13313791.085053291,825966.1355019002,145750,Hillerød vs Fredericia,2023-10-20
Player,J. Jessen,Fredericia,LM,13947414.3041302,13947414.3041302,13055564.066715706,636027.2597785523,119051,Hillerød vs Fredericia,2023-10-20
Player,N. Schmidt,Hillerød,RDM,12503601.256200863,12503601.256200863,11804143.480741274,536708.9209617713,133225,Hillerød vs Fredericia,2023-10-20
Player,J. Rindom,Hillerød,SUB,12001214.805834277,12001214.805834277,10089732.07788465,781504.3028047627,73674,Hillerød vs Fredericia,2023-10-20
Player,V. Schousboe,Hillerød,ST,11692359.025288833,11692359.025288833,10000634.215652902,992828.6408075062,106007,Hillerød vs Fredericia,2023-10-20
Player,T. Arndal,Hillerød,RW,10571113.529008912,10571113.529008912,8952828.787939843,521981.47582917707,72076,Hillerød vs Fredericia,2023-10-20
Player,T. Bach,Fredericia,SUB,10374656.413681861,10374656.413681861,7991533.01051567,993413.3571422441,73674,Hillerød vs Fredericia,2023-10-20
Player,M. Bay,Hillerød,LW,8383194.109318285,8383194.109318285,8089616.1797828665,122545.41975470816,45696,Hillerød vs Fredericia,2023-10-20
Player,E. Simonsen,Fredericia,SUB,7907549.146705718,7907549.146705718,7074335.853224434,431980.87217657943,73679,Hillerød vs Fredericia,2023-10-20
Player,S. Berger,Fredericia,RM,6812146.164117789,6812146.164117789,6124604.144642756,466540.36701285024,72076,Hillerød vs Fredericia,2023-10-20
Player,L. Hetemi,Fredericia,LCM,6709227.808668997,6709227.808668997,6498728.271377356,187538.20536348782,72071,Hillerød vs Fredericia,2023-10-20
Player,G. Marcussen,Fredericia,SUB,5239658.534224507,5239658.534224507,4673319.338672989,254701.66033834094,26699,Hillerød vs Fredericia,2023-10-20
Player,M. Due Grandt,Hillerød,SUB,4043207.5959149078,4043207.5959149078,3595656.5446318425,352458.7312410257,39743,Hillerød vs Fredericia,2023-10-20
Player,M. Julo,Hillerød,SUB,2628961.8171579433,2628961.8171579433,2252428.02796692,222008.54672309235,12525,Hillerød vs Fredericia,2023-10-20
Team,None,Fredericia,None,nan,nan,2559.195020993653,333.8774347940513,None,Hillerød vs Fredericia,2023-10-20
Team,None,Hillerød,None,nan,nan,2293.2010409853156,318.0031349501074,None,Hillerød vs Fredericia,2023-10-20
Player,N. Flo,SønderjyskE,GK,183101734.39380896,183101734.39380896,96582406.77636972,74030142.7593523,141085,SønderjyskE vs Kolding,2023-10-20
Player,C. Petersen,Kolding,GK,158261213.0970485,158261213.0970485,76549884.48266937,71892375.09584261,141085,SønderjyskE vs Kolding,2023-10-20
Player,A. Norager,Kolding,LWB,49717784.18645974,49717784.18645974,43590906.8393598,2322963.5017994787,141085,SønderjyskE vs Kolding,2023-10-20
Player,D. Gretarsson,SønderjyskE,LCB,45125506.73687024,45125506.73687024,40717765.850714944,2855499.742211937,141085,SønderjyskE vs Kolding,2023-10-20
Player,M. Soulas,SønderjyskE,RCB,44642694.18390743,44642694.18390743,40518414.92145839,2266319.378640699,141085,SønderjyskE vs Kolding,2023-10-20
Player,J. Thorsen,SønderjyskE,RWB,40936357.34923666,40936357.34923666,34549122.790193416,2644117.818238541,116315,SønderjyskE vs Kolding,2023-10-20
Player,M. Vestergard,Kolding,LCB,40922738.54422373,40922738.54422373,35430070.169908464,3067401.7526350003,141085,SønderjyskE vs Kolding,2023-10-20
Player,P. Tjornelund,Kolding,CB,40898105.485224694,40898105.485224694,33737045.6907023,3997159.4534140187,141085,SønderjyskE vs Kolding,2023-10-20
Player,A. Barkarson,SønderjyskE,LWB,32463245.258114457,32463245.258114457,27260691.758988712,2072199.113273125,101591,SønderjyskE vs Kolding,2023-10-20
Player,I. Tannander,Kolding,RWB,30843659.462039586,30843659.462039586,26024616.378348723,2051758.3401358877,112247,SønderjyskE vs Kolding,2023-10-20
Player,S. Trier,Kolding,RCB,30012949.265354875,30012949.265354875,24628966.330991346,2199046.0228795386,128809,SønderjyskE vs Kolding,2023-10-20
Player,T. Sommer,SønderjyskE,CB,25133597.459950283,25133597.459950283,23036030.73279177,1386419.0600235038,141085,SønderjyskE vs Kolding,2023-10-20
Player,R. Vinderslev,SønderjyskE,LDM,18873901.790405806,18873901.790405806,18152223.58682274,485931.65363526973,141085,SønderjyskE vs Kolding,2023-10-20
Player,P. Christiansen,SønderjyskE,RF,17028627.190071367,17028627.190071367,14998172.63698638,1154850.5939114701,126467,SønderjyskE vs Kolding,2023-10-20
Player,Mads Hansen,SønderjyskE,SUB,16319272.758979533,16319272.758979533,14629324.505907215,1085005.8926799542,39494,SønderjyskE vs Kolding,2023-10-20
Player,S. Andreasen,SønderjyskE,LF,16220474.434011068,16220474.434011068,13994551.09017999,1263798.922769189,141085,SønderjyskE vs Kolding,2023-10-20
Player,P. Ngongo,Kolding,RF,15759607.952203805,15759607.952203805,14159936.615865387,1107632.4670847654,141085,SønderjyskE vs Kolding,2023-10-20
Player,C. Kudsk,Kolding,LDM,15326974.715232762,15326974.715232762,14674106.767492553,400265.9224038476,128809,SønderjyskE vs Kolding,2023-10-20
Player,T. Mikkelsen,Kolding,LF,12445817.593661558,12445817.593661558,10483785.674584933,1263428.97155874,87288,SønderjyskE vs Kolding,2023-10-20
Player,J. Vetter,Kolding,SUB,12321072.047540832,12321072.047540832,11288043.087929599,302700.5358045393,28838,SønderjyskE vs Kolding,2023-10-20
Player,A. Beck,Kolding,CAM,11832518.959555328,11832518.959555328,11174660.34349774,443335.87540288107,141085,SønderjyskE vs Kolding,2023-10-20
Player,S. Emini,SønderjyskE,RDM,10008020.536226315,10008020.536226315,9368418.260911163,416085.3808839838,101591,SønderjyskE vs Kolding,2023-10-20
Player,S. Denius,Kolding,RDM,9603623.434734035,9603623.434734035,8854559.106978068,267578.04556305835,87499,SønderjyskE vs Kolding,2023-10-20
Player,J. Gallegos,SønderjyskE,CAM,9501166.181538127,9501166.181538127,8384302.815130787,442985.80920134025,102002,SønderjyskE vs Kolding,2023-10-20
Player,K. Jorgensen,SønderjyskE,SUB,7761754.487034671,7761754.487034671,7209603.06835775,57251.60312353833,24770,SønderjyskE vs Kolding,2023-10-20
Player,M. Kristensen,Kolding,SUB,5739522.752807098,5739522.752807098,5361055.037265713,278968.2741062157,53797,SønderjyskE vs Kolding,2023-10-20
Player,S. Sommer,Kolding,SUB,5671069.55866825,5671069.55866825,5285193.056218658,167925.70623826492,53586,SønderjyskE vs Kolding,2023-10-20
Player,K. Ingason,SønderjyskE,SUB,3954211.0000888407,3954211.0000888407,3567664.1719156876,133115.7858810884,39083,SønderjyskE vs Kolding,2023-10-20
Player,J. Kiilerich,Kolding,SUB,3865288.8147415644,3865288.8147415644,3473550.8106203973,172698.26696473503,12276,SønderjyskE vs Kolding,2023-10-20
Player,I. Nikolov,SønderjyskE,SUB,3264744.047664537,3264744.047664537,3092788.4632792356,134738.7130761082,39494,SønderjyskE vs Kolding,2023-10-20
Player,O. Ali,Kolding,SUB,1585525.9723642643,1585525.9723642643,1460575.0591587373,59757.51130650338,12276,SønderjyskE vs Kolding,2023-10-20
Player,M. Agger,SønderjyskE,SUB,1339096.4878909492,1339096.4878909492,1312265.666057943,11156.496527800953,14618,SønderjyskE vs Kolding,2023-10-20
Team,None,SønderjyskE,None,nan,nan,2533.03857317283,303.8832621881228,None,SønderjyskE vs Kolding,2023-10-20
Team,None,Kolding,None,nan,nan,2311.918031339816,332.82506797281695,None,SønderjyskE vs Kolding,2023-10-20
Player,J. Fischer,Hobro,GK,167138651.70389816,167138651.70389816,79330198.38576037,74424025.40383343,143150,Hobro vs Helsingør,2023-10-20
Player,F. Ibsen,Helsingør,GK,160503022.59321156,160503022.59321156,77708912.96578704,70337658.39383158,143150,Hobro vs Helsingør,2023-10-20
Player,S. Jakobsen,Hobro,CB,51090854.68859734,51090854.68859734,45482726.71452947,3473518.2053319733,143150,Hobro vs Helsingør,2023-10-20
Player,O. Klitten,Hobro,RB,49104192.48907141,49104192.48907141,42664960.16150138,2302848.5076151793,143150,Hobro vs Helsingør,2023-10-20
Player,M. Knudsen,Helsingør,RB,48462771.494119786,48462771.494119786,41581567.71917464,2650381.4551419388,143150,Hobro vs Helsingør,2023-10-20
Player,F. Dietz,Hobro,LCB,47242887.252804525,47242887.252804525,40726462.8281947,3451665.8168346323,143150,Hobro vs Helsingør,2023-10-20
Player,E. Sogaard,Hobro,RCB,46680992.356323615,46680992.356323615,41461699.55018047,2470132.347175577,143150,Hobro vs Helsingør,2023-10-20
Player,D. Norouzi,Helsingør,LB,45440797.24814244,45440797.24814244,40063476.23102498,2664098.029901394,143150,Hobro vs Helsingør,2023-10-20
Player,L. Klitten,Hobro,LB,40249406.05353721,40249406.05353721,34731564.08284889,2313551.7194630937,133512,Hobro vs Helsingør,2023-10-20
Player,J. Vadstrup,Helsingør,RCB,36049794.410334826,36049794.410334826,30857668.548680026,3542397.983164567,127923,Hobro vs Helsingør,2023-10-20
Player,F. Helstrup,Helsingør,LCB,35800291.49549379,35800291.49549379,30560861.917529233,3334479.7283924012,143150,Hobro vs Helsingør,2023-10-20
Player,M. Etim,Helsingør,CF,21362177.99330314,21362177.99330314,18753903.24103305,1554790.0287905647,143150,Hobro vs Helsingør,2023-10-20
Player,J. Johansson,Helsingør,RW,18454642.995729923,18454642.995729923,15599758.002345262,1181352.8538104095,94587,Hobro vs Helsingør,2023-10-20
Player,V. Rasmussen,Hobro,LCM,18274261.161535837,18274261.161535837,15570361.400993405,812931.8900510047,143150,Hobro vs Helsingør,2023-10-20
Player,J. Olivero,Helsingør,SUB,17721195.733127523,17721195.733127523,14726482.812759375,1564112.9780143336,48660,Hobro vs Helsingør,2023-10-20
Player,K. Enghardt,Helsingør,CDM,16978490.951110117,16978490.951110117,16260144.882424287,552889.2173018629,143150,Hobro vs Helsingør,2023-10-20
Player,E. Wass,Helsingør,LW,16619275.334949365,16619275.334949365,14633312.518084396,1065956.0503431181,117191,Hobro vs Helsingør,2023-10-20
Player,M. Brajanac,Hobro,LF,16156216.001376955,16156216.001376955,13344555.019325757,2196217.268089274,143150,Hobro vs Helsingør,2023-10-20
Player,A. Yoda,Hobro,CDM,14145221.461471997,14145221.461471997,13534129.792407127,408230.75123875064,143150,Hobro vs Helsingør,2023-10-20
Player,F. Mortensen,Hobro,RCM,13631370.190684231,13631370.190684231,12293163.113222657,812629.7216556094,143150,Hobro vs Helsingør,2023-10-20
Player,Mathias Kristensen,Hobro,RF,12608061.535229538,12608061.535229538,11465025.968016535,848532.4962539342,98745,Hobro vs Helsingør,2023-10-20
Player,F. Hasani,Helsingør,RCM,12026633.483885286,12026633.483885286,11228699.361858666,612005.4107814356,117321,Hobro vs Helsingør,2023-10-20
Player,M. Christensen,Helsingør,LCM,8770018.462637747,8770018.462637747,7970015.1736619035,483301.54015086923,94490,Hobro vs Helsingør,2023-10-20
Player,O. Drost,Helsingør,SUB,8063287.718482421,8063287.718482421,7150095.506284852,327928.24358400685,25959,Hobro vs Helsingør,2023-10-20
Player,F. Christensen,Helsingør,SUB,5558193.754758736,5558193.754758736,4640995.128865593,635345.1629427081,48563,Hobro vs Helsingør,2023-10-20
Player,A. Hvid,Helsingør,SUB,5344474.846298477,5344474.846298477,4683686.18361234,311712.68742561917,25829,Hobro vs Helsingør,2023-10-20
Player,L. Skjellerup,Hobro,SUB,5198269.774925817,5198269.774925817,4373182.80079686,443079.96632243245,44405,Hobro vs Helsingør,2023-10-20
Player,M. Brems,Helsingør,SUB,2917082.258716255,2917082.258716255,2398896.3378738547,266666.0260885566,15227,Hobro vs Helsingør,2023-10-20
Player,Soumaila Ouattara,Hobro,SUB,1522652.4772619149,1522652.4772619149,1016114.3913587629,265861.74469909805,9638,Hobro vs Helsingør,2023-10-20
Team,None,Hobro,None,nan,nan,2486.8609445277134,307.2973234574867,None,Hobro vs Helsingør,2023-10-20
Team,None,Helsingør,None,nan,nan,2366.8772373803577,334.2986683447468,None,Hobro vs Helsingør,2023-10-20
Player,J. Posavec,AaB,GK,191120239.36955497,191120239.36955497,92803722.21517162,81670068.18981065,147177,AaB vs B 93,2023-10-22
Player,M. Falkesgaard,B 93,GK,143752860.08440626,143752860.08440626,63646999.477857485,67990854.99663794,147177,AaB vs B 93,2023-10-22
Player,S. Otoa,AaB,LCB,55686660.541101694,55686660.541101694,50037510.71703385,3029179.5052746297,147177,AaB vs B 93,2023-10-22
Player,D. Thogersen,B 93,LB,54055462.079356335,54055462.079356335,45227230.880704835,3307698.6516434764,147177,AaB vs B 93,2023-10-22
Player,K. Jorgensen,AaB,RWB,52413301.031875,52413301.031875,44294110.78968986,2992444.987048034,147177,AaB vs B 93,2023-10-22
Player,L. Kramer,AaB,RCB,50226349.22096344,50226349.22096344,46131665.09104043,1885463.4669591945,147177,AaB vs B 93,2023-10-22
Player,Moller,B 93,RB,46173594.96687186,46173594.96687186,37799710.772191994,3419038.314631055,134563,AaB vs B 93,2023-10-22
Player,Abdullah Iqbal,B 93,LCB,45642340.14846899,45642340.14846899,36757929.16657272,5640528.595140521,147177,AaB vs B 93,2023-10-22
Player,R. Thelander,AaB,CB,40743650.80463808,40743650.80463808,37889931.72451726,2277396.2568913954,147177,AaB vs B 93,2023-10-22
Player,Diego Caballo,AaB,LWB,40305783.71704288,40305783.71704288,32078448.74437585,2356607.5988045284,132836,AaB vs B 93,2023-10-22
Player,J. Egeris,B 93,RCB,38104214.38352212,38104214.38352212,30207003.792680398,4681737.266419678,147177,AaB vs B 93,2023-10-22
Player,J. Erenbjerg,B 93,RW,29540686.099033993,29540686.099033993,26373470.54881783,1690652.5341890706,147177,AaB vs B 93,2023-10-22
Player,M. Hojholt,AaB,LCM,29204450.97536689,29204450.97536689,28489440.872102313,498176.53589836706,147177,AaB vs B 93,2023-10-22
Player,A. Daghim,B 93,LW,21887965.890297264,21887965.890297264,19665209.16982396,898808.0646951786,119861,AaB vs B 93,2023-10-22
Player,T. Bany,B 93,ST,18104604.07088237,18104604.07088237,15986298.348305754,1135332.4047872252,119861,AaB vs B 93,2023-10-22
Player,Y. Bakiz,AaB,RW,16096779.248015082,16096779.248015082,14110811.93333812,1160225.0026609497,104295,AaB vs B 93,2023-10-22
Player,N. Thomsen,B 93,CAM,15751374.107789932,15751374.107789932,13897119.834264241,741764.662688336,147177,AaB vs B 93,2023-10-22
Player,O. Ross,AaB,CF,15595208.445059408,15595208.445059408,11457120.816617843,2579286.625537044,103941,AaB vs B 93,2023-10-22
Player,M. Widell,AaB,LW,14834818.421949342,14834818.421949342,12820967.51772628,1005450.7778453385,93731,AaB vs B 93,2023-10-22
Player,A. Heimer,B 93,RDM,13563920.013465654,13563920.013465654,12465602.5862583,917105.8865793169,139974,AaB vs B 93,2023-10-22
Player,N. Morberg,B 93,LDM,12992053.298820876,12992053.298820876,11718421.507734021,1019477.2409810473,134385,AaB vs B 93,2023-10-22
Player,A. Bustamante,B 93,SUB,7975771.9829342505,7975771.9829342505,7640644.241926965,128476.31841139632,27316,AaB vs B 93,2023-10-22
Player,Pedro Ferreira,AaB,SUB,7783856.807267728,7783856.807267728,7443371.216240035,216723.43194494897,76595,AaB vs B 93,2023-10-22
Player,L. Andersen,AaB,SUB,7570320.085847291,7570320.085847291,6354382.497473687,462654.62725322176,53446,AaB vs B 93,2023-10-22
Player,R. Odada,AaB,RCM,7155720.740587634,7155720.740587634,6772627.423813285,336278.759976121,70582,AaB vs B 93,2023-10-22
Player,E. Toku,AaB,SUB,6934852.641895545,6934852.641895545,6410701.81123696,298134.28843863984,43236,AaB vs B 93,2023-10-22
Player,N. Helenius,AaB,SUB,5517824.826082975,5517824.826082975,4781281.157548879,631028.2414245723,42882,AaB vs B 93,2023-10-22
Player,S. Kroner,B 93,SUB,4074832.1920923386,4074832.1920923386,3492503.1168383216,94401.41135535021,12614,AaB vs B 93,2023-10-22
Player,J. Ahlmann,AaB,SUB,3454117.83176526,3454117.83176526,2518302.2896224624,322636.2023008516,14341,AaB vs B 93,2023-10-22
Player,E. Ogude,B 93,SUB,3437734.3489956553,3437734.3489956553,3061844.964025999,281614.7169821024,27316,AaB vs B 93,2023-10-22
Player,S. Clemmensen,B 93,SUB,1192433.352930249,1192433.352930249,1063830.2177695988,64125.39797778129,12792,AaB vs B 93,2023-10-22
Player,J. Mathys,B 93,SUB,1035395.0717839089,1035395.0717839089,967251.4460888647,47114.40871011459,7203,AaB vs B 93,2023-10-22
Team,None,AaB,None,nan,nan,2747.673867639158,360.2620372393834,None,AaB vs B 93,2023-10-22
Team,None,B 93,None,nan,nan,2242.0016039995626,296.3072422338696,None,AaB vs B 93,2023-10-22
Player,N. Dannevang,Næstved,GK,183529288.6833758,183529288.6833758,91236812.54421432,78792833.43815859,158342,HB Køge vs Næstved,2023-10-22
Player,S. John,HB Køge,GK,173474166.7913629,173474166.7913629,93352796.69233257,71405964.05052297,158342,HB Køge vs Næstved,2023-10-22
Player,S. Larsen,HB Køge,LB,57092343.405956455,57092343.405956455,48164977.89660153,3763570.623615076,158342,HB Køge vs Næstved,2023-10-22
Player,M. Host,Næstved,LB,54681954.68006003,54681954.68006003,48413376.87976074,2534342.336155945,158342,HB Køge vs Næstved,2023-10-22
Player,A. Njai,Næstved,RB,53797844.92803158,53797844.92803158,47634487.59690215,2561381.529102508,137548,HB Køge vs Næstved,2023-10-22
Player,C. Gedsted,HB Køge,RB,50823188.86231468,50823188.86231468,44546022.62220232,2404162.8634246597,136793,HB Køge vs Næstved,2023-10-22
Player,M. Gudmann,HB Køge,RCB,44714811.14253283,44714811.14253283,35210265.74262475,5697523.636837953,158342,HB Køge vs Næstved,2023-10-22
Player,S. Hald,HB Køge,LCB,39091705.33682357,39091705.33682357,30899876.546974022,5208284.353714756,158342,HB Køge vs Næstved,2023-10-22
Player,L. Bust,Næstved,LCB,38412252.74122605,38412252.74122605,32911375.082580686,3686475.652771923,158342,HB Køge vs Næstved,2023-10-22
Player,J. Adedeji,HB Køge,LF,38295899.36593479,38295899.36593479,34263933.833429605,1565157.0246530103,152236,HB Køge vs Næstved,2023-10-22
Player,J. Christiansen,Næstved,RCB,37800606.10614186,37800606.10614186,32363538.57702267,4267434.527505098,158342,HB Køge vs Næstved,2023-10-22
Player,Y. Dhaflaoui,HB Køge,RF,35272812.4732896,35272812.4732896,31619628.652836908,1471481.8287765575,158342,HB Køge vs Næstved,2023-10-22
Player,F. Christensen,Næstved,LM,30073539.11867345,30073539.11867345,23721188.184670217,3203374.789436411,158342,HB Køge vs Næstved,2023-10-22
Player,S. Dhaflaoui,Næstved,RM,21160211.55255373,21160211.55255373,18536847.186300237,1276411.9935142293,124758,HB Køge vs Næstved,2023-10-22
Player,M. Carlson,Næstved,LCM,20716339.207084324,20716339.207084324,18384876.786740262,1232995.1222053824,158342,HB Køge vs Næstved,2023-10-22
Player,C. Enemark,Næstved,RCM,19530922.87821891,19530922.87821891,18290460.379466377,753134.0757534548,158342,HB Køge vs Næstved,2023-10-22
Player,C. Jorgensen,HB Køge,LM,18626353.018468533,18626353.018468533,16363720.705647796,1499044.7703864556,158342,HB Køge vs Næstved,2023-10-22
Player,M. Jensen,HB Køge,CDM,16594796.523288352,16594796.523288352,13893670.760076884,1939504.0832814437,158342,HB Køge vs Næstved,2023-10-22
Player,M. Ladefoged,Næstved,RF,15831349.060069682,15831349.060069682,13527683.422367614,1795126.3536813098,115138,HB Køge vs Næstved,2023-10-22
Player,M. Kongstedt,Næstved,LF,14879773.991756344,14879773.991756344,12721420.900155373,1554164.5698523019,124131,HB Køge vs Næstved,2023-10-22
Player,W. Madsen,HB Køge,RM,14452210.740392806,14452210.740392806,13094586.497949552,899767.3407466648,112899,HB Køge vs Næstved,2023-10-22
Player,C. Jensen,HB Køge,CAM,11257042.345120797,11257042.345120797,9548447.914148118,1018914.4340366317,95233,HB Køge vs Næstved,2023-10-22
Player,N. Jakobsen,HB Køge,SUB,7929293.180723525,7929293.180723525,6509402.569136796,600375.7709634511,21549,HB Køge vs Næstved,2023-10-22
Player,E. Semovski,HB Køge,SUB,7921087.142847105,7921087.142847105,6103190.440030876,948431.067506333,63109,HB Køge vs Næstved,2023-10-22
Player,L. Henriksen,Næstved,SUB,7140367.616900185,7140367.616900185,6167726.405323017,514625.4824932273,20794,HB Køge vs Næstved,2023-10-22
Player,F. Ellegaard,Næstved,SUB,7097200.8513192525,7097200.8513192525,6234114.284913837,229963.89982645816,28155,HB Køge vs Næstved,2023-10-22
Player,M. Molvadgaard,Næstved,SUB,7054375.340000883,7054375.340000883,6227639.279442957,550815.6919960624,43204,HB Køge vs Næstved,2023-10-22
Player,J. Madsen,Næstved,SUB,6099301.45210682,6099301.45210682,5516157.695458123,394800.86937993614,33584,HB Køge vs Næstved,2023-10-22
Player,I. Dorgu,HB Køge,SUB,5068689.290341527,5068689.290341527,3506669.1499312045,913610.4938302604,45443,HB Køge vs Næstved,2023-10-22
Team,None,HB Køge,None,nan,nan,2444.564234529854,291.93499090745524,None,HB Køge vs Næstved,2023-10-22
Team,None,Næstved,None,nan,nan,2411.7903348785535,344.2420728295649,None,HB Køge vs Næstved,2023-10-22
Player,N. Flo,SønderjyskE,GK,187758541.89315715,187758541.89315715,100142584.12961006,76346056.80320843,144812,B 93 vs SønderjyskE,2023-10-27
Player,M. Falkesgaard,B 93,GK,140347237.6687187,140347237.6687187,59919285.80592583,70547599.08446842,144812,B 93 vs SønderjyskE,2023-10-27
Player,Moller,B 93,RB,48855221.72174856,48855221.72174856,41733038.27777165,3377333.3041698094,144812,B 93 vs SønderjyskE,2023-10-27
Player,A. Barkarson,SønderjyskE,LB,46965771.196116984,46965771.196116984,39525892.03629459,2676984.9655941185,144812,B 93 vs SønderjyskE,2023-10-27
Player,J. Thorsen,SønderjyskE,RB,46408207.976386696,46408207.976386696,41664716.25999922,2018476.015318624,144812,B 93 vs SønderjyskE,2023-10-27
Player,D. Gretarsson,SønderjyskE,LCB,44803631.32739444,44803631.32739444,40842763.961065724,2736676.6940965415,144812,B 93 vs SønderjyskE,2023-10-27
Player,D. Thogersen,B 93,LB,38349763.567197084,38349763.567197084,31185069.708797168,4522773.968517697,144812,B 93 vs SønderjyskE,2023-10-27
Player,Abdullah Iqbal,B 93,LCB,36837403.677333996,36837403.677333996,30512821.04905663,3504135.3980632545,144812,B 93 vs SønderjyskE,2023-10-27
Player,M. Soulas,SønderjyskE,RCB,31830354.811499327,31830354.811499327,28251926.94068114,2503337.4495747997,144798,B 93 vs SønderjyskE,2023-10-27
Player,J. Erenbjerg,B 93,RW,30989432.476998758,30989432.476998758,27621004.37873582,1809646.3018583523,129874,B 93 vs SønderjyskE,2023-10-27
Player,J. Egeris,B 93,RCB,28326532.197906386,28326532.197906386,22476249.7503621,3639122.585055991,144812,B 93 vs SønderjyskE,2023-10-27
Player,J. Gallegos,SønderjyskE,LW,26915046.46968574,26915046.46968574,23838455.920346532,1531830.207068907,126658,B 93 vs SønderjyskE,2023-10-27
Player,A. Daghim,B 93,LW,24315354.535907246,24315354.535907246,21880863.21701235,1172791.0700896275,129874,B 93 vs SønderjyskE,2023-10-27
Player,R. Vinderslev,SønderjyskE,LDM,21625085.960087873,21625085.960087873,21118388.929472793,403851.2288930028,135342,B 93 vs SønderjyskE,2023-10-27
Player,P. Christiansen,SønderjyskE,RW,20861598.380558766,20861598.380558766,17769885.649584197,1382909.574610698,103818,B 93 vs SønderjyskE,2023-10-27
Player,T. Bany,B 93,ST,16310274.8323809,16310274.8323809,14552717.65723713,1020650.4413045613,118318,B 93 vs SønderjyskE,2023-10-27
Player,N. Morberg,B 93,RDM,11967020.93305555,11967020.93305555,10978177.836255373,766238.155088649,144812,B 93 vs SønderjyskE,2023-10-27
Player,S. Andreasen,SønderjyskE,ST,11518826.778007166,11518826.778007166,9695289.334681798,1253756.6030531044,144812,B 93 vs SønderjyskE,2023-10-27
Player,K. Ingason,SønderjyskE,CAM,10865820.974829743,10865820.974829743,8870281.408602374,1089508.8615696572,126797,B 93 vs SønderjyskE,2023-10-27
Player,I. Nikolov,SønderjyskE,RDM,9662241.226320898,9662241.226320898,8638637.269010402,595371.3749555094,103768,B 93 vs SønderjyskE,2023-10-27
Player,N. Thomsen,B 93,CAM,9015361.841333728,9015361.841333728,7996931.942381883,565272.9682951624,93472,B 93 vs SønderjyskE,2023-10-27
Player,Mads Hansen,SønderjyskE,SUB,8805201.97060654,8805201.97060654,7262115.366205655,325325.48191655125,40994,B 93 vs SønderjyskE,2023-10-27
Player,F. Isaki,B 93,SUB,7775496.19217256,7775496.19217256,7225369.30964181,263793.6572549717,51340,B 93 vs SønderjyskE,2023-10-27
Player,A. Heimer,B 93,LDM,6823106.118978117,6823106.118978117,6209864.9920847565,489575.72912658897,93472,B 93 vs SønderjyskE,2023-10-27
Player,M. Mouritz,B 93,SUB,4723127.961925753,4723127.961925753,4478730.840329378,185067.32351648208,51340,B 93 vs SønderjyskE,2023-10-27
Player,M. Agger,SønderjyskE,SUB,3039645.1521890243,3039645.1521890243,2667797.572276636,223062.13295688367,18015,B 93 vs SønderjyskE,2023-10-27
