Type,PlayerId,Team,Position,ControlArea,TotalControlArea,CenterControlArea,PenaltyAreaControl,Frames,label,date
Player,L. Boje-Larsen,Hillerød,LB,52385859.517517775,52385859.517517775,46436288.58172327,2204314.7762173875,142706,HB Køge vs Hillerød,2024-05-05
Player,S. Sharif,Hillerød,RB,51403586.19021802,51403586.19021802,47060946.557790995,1588491.1675687653,142706,HB Køge vs Hillerød,2024-05-05
Player,J. Witt,Hillerød,RCB,42906978.94361181,42906978.94361181,40254144.137299836,1874815.0680576134,142706,HB Køge vs Hillerød,2024-05-05
Player,D. Bayrak,HB Køge,RB,42161908.09804839,42161908.09804839,33062135.502343256,4079301.853990913,129543,HB Køge vs Hillerød,2024-05-05
Player,S. Hald,HB Køge,LCB,36601319.96293427,36601319.96293427,25074737.241058283,6751231.011512803,142706,HB Køge vs Hillerød,2024-05-05
Player,J. Rothmann,HB Køge,LW,35403935.72494651,35403935.72494651,33276685.98566535,923078.8337851907,114366,HB Køge vs Hillerød,2024-05-05
Player,H. Bonnesen,HB Køge,RCB,33856841.59918617,33856841.59918617,22770521.53704381,6958613.630199528,142706,HB Køge vs Hillerød,2024-05-05
Player,Y. Dhaflaoui,HB Køge,RW,29654580.936229255,29654580.936229255,26300358.278796326,1355598.9053192772,129543,HB Køge vs Hillerød,2024-05-05
Player,A. Justinussen,Hillerød,LW,19831217.594952166,19831217.594952166,17054485.735189993,1202942.6046621276,126395,HB Køge vs Hillerød,2024-05-05
Player,M. Jensen,HB Køge,CAM,17327122.447838113,17327122.447838113,15749890.239516674,595033.0697785832,142706,HB Køge vs Hillerød,2024-05-05
Player,S. Pingel,Hillerød,RW,17128301.531554334,17128301.531554334,13659925.808869904,2376059.1457631127,142706,HB Køge vs Hillerød,2024-05-05
Player,T. Arndal,Hillerød,RDM,16908619.947428014,16908619.947428014,15031998.33413513,730907.9479993933,126260,HB Køge vs Hillerød,2024-05-05
Player,M. Bay,Hillerød,CAM,16062979.772468565,16062979.772468565,15393940.222847896,412112.3575561971,111787,HB Køge vs Hillerød,2024-05-05
Player,C. Jorgensen,HB Køge,LDM,14873583.80778368,14873583.80778368,13938623.614412878,691199.0555254665,142706,HB Køge vs Hillerød,2024-05-05
Player,J. Arias,HB Køge,ST,13449897.631888641,13449897.631888641,11691709.176904105,1192215.9214943356,122647,HB Køge vs Hillerød,2024-05-05
Player,N. Schmidt,Hillerød,LDM,13285820.043509496,13285820.043509496,12408567.941457745,517497.12988333125,111232,HB Køge vs Hillerød,2024-05-05
Player,M. Jakobsen,HB Køge,RDM,10487139.852979,10487139.852979,9301837.3127256,1015642.1990535985,114801,HB Køge vs Hillerød,2024-05-05
Player,M. Bruhn,Hillerød,ST,9914284.292133622,9914284.292133622,7992181.086412762,1449673.575268943,100151,HB Køge vs Hillerød,2024-05-05
Player,M. Due Grandt,Hillerød,SUB,5299326.068950683,5299326.068950683,5115241.245339478,152825.82007553938,42555,HB Køge vs Hillerød,2024-05-05
Player,C. Jensen,HB Køge,SUB,4777552.285406627,4777552.285406627,4414178.347231506,249142.76613697168,28340,HB Køge vs Hillerød,2024-05-05
Player,W. Madsen,HB Køge,SUB,4563207.784146581,4563207.784146581,3732281.598234834,373482.44599898614,13163,HB Køge vs Hillerød,2024-05-05
Player,A. Alicino,Hillerød,SUB,3771429.330391168,3771429.330391168,3654885.416654269,44713.58344573935,30919,HB Køge vs Hillerød,2024-05-05
Player,N. Jakobsen,HB Køge,SUB,3545224.61501544,3545224.61501544,3095133.321367548,186619.0829111289,13163,HB Køge vs Hillerød,2024-05-05
Player,S. Opoku,Hillerød,SUB,3259268.351970463,3259268.351970463,3096850.772228743,138488.29730705178,31474,HB Køge vs Hillerød,2024-05-05
Player,A. Ahmad,Hillerød,SUB,2797116.587164336,2797116.587164336,2146516.3689537514,146721.1676382679,16311,HB Køge vs Hillerød,2024-05-05
Player,J. Seehusen,HB Køge,SUB,2620149.3217176823,2620149.3217176823,2405680.922260474,190380.07650255758,27905,HB Køge vs Hillerød,2024-05-05
Player,I. Dorgu,HB Køge,SUB,2477527.5102189397,2477527.5102189397,2247361.9863887504,149684.42460178796,20059,HB Køge vs Hillerød,2024-05-05
Player,V. Schousboe,Hillerød,SUB,1462662.905720694,1462662.905720694,1169912.3119886885,239870.63229368755,16446,HB Køge vs Hillerød,2024-05-05
Team,None,Hillerød,None,nan,nan,2733.794250918381,338.5265459675307,None,HB Køge vs Hillerød,2024-05-05
Team,None,HB Køge,None,nan,nan,2121.841645939314,308.4113862393511,None,HB Køge vs Hillerød,2024-05-05
Player,B. Bayrak,HB Køge,GK,153311990.7279985,153311990.7279985,77710709.6248076,67171991.00762628,142019,B 93 vs HB Køge,2024-05-10
Player,M. Falkesgaard,B 93,GK,144890331.09894168,144890331.09894168,65409808.94737536,69275290.37291771,142019,B 93 vs HB Køge,2024-05-10
Player,G. Culhaci,HB Køge,LB,53152041.757782765,53152041.757782765,46853575.75614197,2943735.871804977,142019,B 93 vs HB Køge,2024-05-10
Player,Abdullah Iqbal,B 93,LCB,42285901.89462939,42285901.89462939,33664506.413230084,5208423.912297566,142019,B 93 vs HB Køge,2024-05-10
Player,H. Bonnesen,HB Køge,RCB,42275067.15907337,42275067.15907337,34649042.84606478,4614323.22063226,142019,B 93 vs HB Køge,2024-05-10
Player,J. Egeris,B 93,RCB,35940523.78465727,35940523.78465727,29432489.327095672,4611323.883404374,142019,B 93 vs HB Køge,2024-05-10
Player,J. Rothmann,HB Køge,LW,34478394.55811374,34478394.55811374,31369533.367218312,1050580.664113608,114426,B 93 vs HB Køge,2024-05-10
Player,D. Thogersen,B 93,LB,33418539.387294777,33418539.387294777,29213160.41929779,1755099.1390562842,113481,B 93 vs HB Køge,2024-05-10
Player,Moller,B 93,RB,30031629.553476777,30031629.553476777,26714635.01832963,1462253.673388843,85265,B 93 vs HB Køge,2024-05-10
Player,J. Erenbjerg,B 93,RW,22756097.188331608,22756097.188331608,19629312.37307816,1484605.4421364868,142019,B 93 vs HB Køge,2024-05-10
Player,D. Bayrak,HB Køge,RB,21582033.241276473,21582033.241276473,16579994.030070564,2202299.236999774,69090,B 93 vs HB Køge,2024-05-10
Player,M. Jakobsen,HB Køge,SUB,20633383.345789455,20633383.345789455,17627396.268569674,2387104.8429782623,72929,B 93 vs HB Køge,2024-05-10
Player,S. Hald,HB Køge,LCB,17654739.52168043,17654739.52168043,13580209.838738041,2614648.128193558,69095,B 93 vs HB Køge,2024-05-10
Player,Y. Dhaflaoui,HB Køge,RW,17482474.490991466,17482474.490991466,16117688.966567792,783824.5980414032,88147,B 93 vs HB Køge,2024-05-10
Player,W. Madsen,HB Køge,SUB,17175111.42904835,17175111.42904835,14602361.731312336,1246013.2206253526,72924,B 93 vs HB Køge,2024-05-10
Player,O. Addo,B 93,LW,16567876.923293438,16567876.923293438,14031598.552909119,1219536.095000804,124720,B 93 vs HB Køge,2024-05-10
Player,J. Arias,HB Køge,ST,16229234.342438858,16229234.342438858,14555512.296409734,1257723.39430194,142019,B 93 vs HB Køge,2024-05-10
Player,S. Kroner,B 93,SUB,15833425.60257,15833425.60257,12897113.42724149,1334346.2447564227,56754,B 93 vs HB Køge,2024-05-10
Player,M. Jensen,HB Køge,CAM,15442490.042067844,15442490.042067844,13672431.703461055,778489.5177631247,142019,B 93 vs HB Køge,2024-05-10
Player,N. Morberg,B 93,CDM,15044350.574894475,15044350.574894475,14181036.730964128,667790.9235527391,142019,B 93 vs HB Køge,2024-05-10
Player,J. Seehusen,HB Køge,RDM,14946786.472139383,14946786.472139383,13367469.091065446,1333568.9217794866,142019,B 93 vs HB Køge,2024-05-10
Player,F. Isaki,B 93,RAM,14716976.119337907,14716976.119337907,12717049.64544955,890601.3750718086,142019,B 93 vs HB Køge,2024-05-10
Player,C. Jorgensen,HB Køge,LDM,12067154.65212728,12067154.65212728,10844209.859212242,607298.0222638783,114123,B 93 vs HB Køge,2024-05-10
Player,C. Gedsted,HB Køge,SUB,11309934.632534234,11309934.632534234,10343150.099881105,369276.7172915318,27896,B 93 vs HB Køge,2024-05-10
Player,S. Clemmensen,B 93,ST,11284756.928778177,11284756.928778177,9746724.489624146,1023167.1866707347,121840,B 93 vs HB Køge,2024-05-10
Player,N. Thomsen,B 93,LAM,10483988.653579876,10483988.653579876,8329154.820810837,1371997.414445594,113791,B 93 vs HB Køge,2024-05-10
Player,C. Jensen,HB Køge,SUB,9916394.079189003,9916394.079189003,7888818.457217013,860814.5532873244,53872,B 93 vs HB Køge,2024-05-10
Player,G. Hojbjerg,B 93,SUB,8532663.63846086,8532663.63846086,7191105.321686759,563197.1330475358,28538,B 93 vs HB Køge,2024-05-10
Player,I. Dorgu,HB Køge,SUB,6415060.435547591,6415060.435547591,5268984.907503635,600931.8308076179,27593,B 93 vs HB Køge,2024-05-10
Player,R. Minerba,B 93,SUB,3095392.0834519374,3095392.0834519374,2716567.6422017147,252376.799415328,28228,B 93 vs HB Køge,2024-05-10
Player,M. Bottker,B 93,SUB,2151636.923391271,2151636.923391271,1603637.7738945978,405568.61053477915,20179,B 93 vs HB Køge,2024-05-10
Player,D. Alijagic,B 93,SUB,1390120.9329062584,1390120.9329062584,1127503.646420506,240271.74394830826,17299,B 93 vs HB Køge,2024-05-10
Team,None,HB Køge,None,nan,nan,2429.471330203977,319.25741357390945,None,B 93 vs HB Køge,2024-05-10
Team,None,B 93,None,nan,nan,2032.1605176040698,323.9851990447319,None,B 93 vs HB Køge,2024-05-10
Player,Ovays Azizi,Hillerød,GK,163992535.14875674,163992535.14875674,72233395.35559662,76819479.62378168,146454,Hillerød vs Helsingør,2024-05-10
Player,K. Kristensen,Helsingør,GK,162865997.2619046,162865997.2619046,73637025.50810689,75566569.03156789,146454,Hillerød vs Helsingør,2024-05-10
Player,S. Sharif,Hillerød,RB,60085937.40650901,60085937.40650901,53368121.281234965,2788270.9463953422,146454,Hillerød vs Helsingør,2024-05-10
Player,J. Witt,Hillerød,RCB,49510159.59971839,49510159.59971839,44922658.102993205,2910262.215603356,146454,Hillerød vs Helsingør,2024-05-10
Player,M. Brems,Helsingør,LB,47275097.12655751,47275097.12655751,41976923.81158626,2291421.6203368613,118493,Hillerød vs Helsingør,2024-05-10
Player,F. Karlsen,Helsingør,RB,46430755.84300008,46430755.84300008,40861437.28441295,1973480.5936232551,108616,Hillerød vs Helsingør,2024-05-10
Player,K. Enghardt,Helsingør,RCB,37590230.890212715,37590230.890212715,30358998.77621733,4442016.188623076,146454,Hillerød vs Helsingør,2024-05-10
Player,R. Moller,Hillerød,LCB,28521867.279138785,28521867.279138785,26627238.778084222,1157625.519813165,70606,Hillerød vs Helsingør,2024-05-10
Player,F. Helstrup,Helsingør,LCB,26589220.349709436,26589220.349709436,20526488.052660026,3442591.4423439545,108616,Hillerød vs Helsingør,2024-05-10
Player,M. Christensen,Helsingør,RW,26251706.442073256,26251706.442073256,24399831.08269141,1030715.660379441,146454,Hillerød vs Helsingør,2024-05-10
Player,L. Boje-Larsen,Hillerød,LB,25549990.30592543,25549990.30592543,22050603.25344575,1509339.3666383184,70606,Hillerød vs Helsingør,2024-05-10
Player,S. Opoku,Hillerød,SUB,24812620.554907635,24812620.554907635,21085168.130693287,1386124.7086622014,75848,Hillerød vs Helsingør,2024-05-10
Player,M. Etim,Helsingør,ST,21102642.017771643,21102642.017771643,18926580.236148153,1485240.9840735095,146454,Hillerød vs Helsingør,2024-05-10
Player,G. Arndal-Lauritzen,Hillerød,SUB,20760878.547513496,20760878.547513496,16960760.213694803,2456690.664446831,75848,Hillerød vs Helsingør,2024-05-10
Player,S. Pingel,Hillerød,ST,19346807.00227671,19346807.00227671,16634790.946964994,1964268.3141142572,146454,Hillerød vs Helsingør,2024-05-10
Player,L. Carlius,Helsingør,LW,17989350.219398733,17989350.219398733,16730745.17945924,721436.7599226298,146454,Hillerød vs Helsingør,2024-05-10
Player,M. Julo,Hillerød,SUB,17987577.921853494,17987577.921853494,15872669.875715103,1015579.6056320319,115708,Hillerød vs Helsingør,2024-05-10
Player,M. Bay,Hillerød,CAM,17409176.670994144,17409176.670994144,15740144.766487991,908102.4312362093,146454,Hillerød vs Helsingør,2024-05-10
Player,F. Christensen,Helsingør,RDM,17007488.6866042,17007488.6866042,14407124.082258627,1103335.5062309797,146454,Hillerød vs Helsingør,2024-05-10
Player,A. Hvid,Helsingør,SUB,14665262.981511777,14665262.981511777,13249126.329905542,561161.4873232361,27961,Hillerød vs Helsingør,2024-05-10
Player,M. Due Grandt,Hillerød,RDM,14268428.907586433,14268428.907586433,13497109.489464955,560774.1816954656,146454,Hillerød vs Helsingør,2024-05-10
Player,J. Vadstrup,Helsingør,SUB,14197880.264675422,14197880.264675422,11968723.76694788,1293073.9386100979,37838,Hillerød vs Helsingør,2024-05-10
Player,A. Justinussen,Hillerød,LW,13911791.211488666,13911791.211488666,11963115.272628225,1038829.1813559597,91737,Hillerød vs Helsingør,2024-05-10
Player,A. Alicino,Hillerød,LDM,13041585.13266416,13041585.13266416,11886885.29753033,803301.8086464803,108613,Hillerød vs Helsingør,2024-05-10
Player,Erik Andersson,Helsingør,LDM,12825475.371746985,12825475.371746985,11333698.450216386,594867.1782933633,91457,Hillerød vs Helsingør,2024-05-10
Player,S. Ylatupa,Helsingør,SUB,11975206.343132777,11975206.343132777,10575086.739328438,520650.8495473703,54997,Hillerød vs Helsingør,2024-05-10
Player,M. Knudsen,Helsingør,SUB,10726564.548709545,10726564.548709545,9454518.803077808,468606.21604311705,37838,Hillerød vs Helsingør,2024-05-10
Player,A. Ahmad,Hillerød,SUB,9964333.95527577,9964333.95527577,8815867.447386978,436240.75883202086,54717,Hillerød vs Helsingør,2024-05-10
Player,J. Schoop,Helsingør,CAM,9849702.703266857,9849702.703266857,9088929.452774206,358091.86339779315,91457,Hillerød vs Helsingør,2024-05-10
Player,Y. Agnero,Helsingør,SUB,5740695.127487883,5740695.127487883,4834874.8262672685,684188.7470632391,54997,Hillerød vs Helsingør,2024-05-10
Player,T. Arndal,Hillerød,RW,4432587.453269421,4432587.453269421,4000433.4310622285,180583.66084873767,30746,Hillerød vs Helsingør,2024-05-10
Player,N. Schmidt,Hillerød,SUB,3793690.948269151,3793690.948269151,3657255.37405,88704.32652210559,37841,Hillerød vs Helsingør,2024-05-10
Team,None,Hillerød,None,nan,nan,2453.4407869844854,318.04541411720095,None,Hillerød vs Helsingør,2024-05-10
Team,None,Helsingør,None,nan,nan,2405.7390879188633,336.8528173267439,None,Hillerød vs Helsingør,2024-05-10
Player,J. Posavec,AaB,GK,181632365.9667585,181632365.9667585,84996821.11154318,81868460.42032242,156036,SønderjyskE vs AaB,2024-05-11
Player,N. Flo,SønderjyskE,GK,180521314.27237087,180521314.27237087,86412486.65207884,79934300.09553081,156036,SønderjyskE vs AaB,2024-05-11
Player,D. Wilkins,SønderjyskE,LB,55872161.21446813,55872161.21446813,48064005.06368097,3178805.2156321057,156036,SønderjyskE vs AaB,2024-05-11
Player,J. Ahlmann,AaB,SUB,55830726.04285453,55830726.04285453,50734309.68037162,2454552.4961357354,135679,SønderjyskE vs AaB,2024-05-11
Player,M. Soulas,SønderjyskE,RCB,48217263.7779778,48217263.7779778,41586947.21664137,3540408.22543146,156036,SønderjyskE vs AaB,2024-05-11
Player,D. Gretarsson,SønderjyskE,LCB,45612980.61257098,45612980.61257098,40041698.048242815,3435737.9377737567,156036,SønderjyskE vs AaB,2024-05-11
Player,K. Jorgensen,AaB,RWB,44041072.69394038,44041072.69394038,36882514.412137225,3345194.718621277,156036,SønderjyskE vs AaB,2024-05-11
Player,Y. Bakiz,AaB,LWB,42347403.50428811,42347403.50428811,37545941.75625521,1659283.806402261,143370,SønderjyskE vs AaB,2024-05-11
Player,N. Arnorsson,AaB,LCB,40640112.78451611,40640112.78451611,33354233.85919023,3851709.0641520494,156036,SønderjyskE vs AaB,2024-05-11
Player,A. Oggesen,SønderjyskE,RB,37566932.0282954,37566932.0282954,34210648.422365874,1287688.0627347915,96912,SønderjyskE vs AaB,2024-05-11
Player,L. Kramer,AaB,CB,34268210.59344075,34268210.59344075,28927610.874394022,3717892.9508184553,156036,SønderjyskE vs AaB,2024-05-11
Player,O. Hyseni,SønderjyskE,LW,25201624.84242776,25201624.84242776,22736671.586008735,903310.3796392657,97617,SønderjyskE vs AaB,2024-05-11
Player,Mathias Jorgensen,AaB,LF,23309998.179379776,23309998.179379776,20226120.11603157,2019098.628135764,156036,SønderjyskE vs AaB,2024-05-11
Player,J. Buus,SønderjyskE,SUB,22383529.201168466,22383529.201168466,20635744.100554995,686370.4505785768,59124,SønderjyskE vs AaB,2024-05-11
Player,T. Sommer,SønderjyskE,CDM,19237734.720459376,19237734.720459376,17334961.029163495,1302249.3178025393,156036,SønderjyskE vs AaB,2024-05-11
Player,K. Ingason,SønderjyskE,CF,19207430.322862476,19207430.322862476,16255614.832272954,1306768.734583431,147085,SønderjyskE vs AaB,2024-05-11
Player,M. Widell,AaB,CM,16199460.50264097,16199460.50264097,14621699.756413555,759230.194382094,110632,SønderjyskE vs AaB,2024-05-11
Player,O. Ross,AaB,RF,15349282.61699425,15349282.61699425,12365612.869518006,1651939.9167379374,107450,SønderjyskE vs AaB,2024-05-11
Player,M. Hojholt,AaB,RCM,14749279.571396835,14749279.571396835,14022690.179529281,661481.511639997,156036,SønderjyskE vs AaB,2024-05-11
Player,M. Bomholt,AaB,LCM,14345515.15144794,14345515.15144794,13615489.326503105,374524.781579161,107696,SønderjyskE vs AaB,2024-05-11
Player,S. Emini,SønderjyskE,RCM,13420407.361771178,13420407.361771178,12690051.447794577,580303.076729066,118035,SønderjyskE vs AaB,2024-05-11
Player,M. Agger,SønderjyskE,SUB,13202987.424165893,13202987.424165893,11768909.947888011,814594.9807021209,83906,SønderjyskE vs AaB,2024-05-11
Player,T. Klysner,SønderjyskE,RW,12442349.398658965,12442349.398658965,11183072.42584395,596619.2450073443,72130,SønderjyskE vs AaB,2024-05-11
Player,J. Gallegos,SønderjyskE,SUB,11750832.27227554,11750832.27227554,10606464.730021931,536662.7491693462,58130,SønderjyskE vs AaB,2024-05-11
Player,I. Nikolov,SønderjyskE,LCM,9619287.839840509,9619287.839840509,8789874.760609329,605198.5710809669,97906,SønderjyskE vs AaB,2024-05-11
Player,R. Odada,AaB,SUB,7848494.056860423,7848494.056860423,7096933.5605371,430684.6554082869,48340,SønderjyskE vs AaB,2024-05-11
Player,L. Bjorklund,SønderjyskE,SUB,7057423.814031652,7057423.814031652,6652893.923043001,267510.1954488417,58419,SønderjyskE vs AaB,2024-05-11
Player,J. Adedeji,AaB,SUB,4903362.43118067,4903362.43118067,4514271.91242378,228336.81137730659,48586,SønderjyskE vs AaB,2024-05-11
Player,E. Toku,AaB,SUB,4044815.3705179854,4044815.3705179854,3225228.386643501,256504.70304120926,12701,SønderjyskE vs AaB,2024-05-11
Player,S. Andreasen,SønderjyskE,SUB,3308676.852300277,3308676.852300277,2633682.377637469,484424.4035694411,38001,SønderjyskE vs AaB,2024-05-11
Player,S. Otoa,AaB,RCB,2036891.397185695,2036891.397185695,1954873.9742466991,44193.408108255324,7656,SønderjyskE vs AaB,2024-05-11
Player,N. Helenius,AaB,SUB,1773412.2578035528,1773412.2578035528,1560250.571409596,161882.94589593212,12666,SønderjyskE vs AaB,2024-05-11
Team,None,SønderjyskE,None,nan,nan,2509.7011366854767,312.12845585933553,None,SønderjyskE vs AaB,2024-05-11
Team,None,AaB,None,nan,nan,2343.3348864823015,340.8870584306801,None,SønderjyskE vs AaB,2024-05-11
Player,O. Linner,Vendsyssel,GK,164318891.87238812,164318891.87238812,85659452.33430146,68136775.64175957,141291,Hobro vs Vendsyssel,2024-05-13
Player,A. Sondergaard,Hobro,GK,149058291.5018911,149058291.5018911,69870049.65008593,67532286.07459739,141291,Hobro vs Vendsyssel,2024-05-13
Player,P. Rejnhold,Vendsyssel,LB,61724344.63493353,61724344.63493353,54994882.99274795,2829181.168524925,141291,Hobro vs Vendsyssel,2024-05-13
Player,E. Sogaard,Hobro,RCB,49789213.22628086,49789213.22628086,43131492.28769421,3127571.668437117,141291,Hobro vs Vendsyssel,2024-05-13
Player,F. Dietz,Hobro,LCB,46707525.86750828,46707525.86750828,38551382.0750246,4312659.9548244355,141291,Hobro vs Vendsyssel,2024-05-13
Player,O. Jebali,Vendsyssel,LCB,43358989.57634025,43358989.57634025,36506805.53206998,4370384.93236589,141291,Hobro vs Vendsyssel,2024-05-13
Player,M. Greve,Vendsyssel,RCB,42866726.968576215,42866726.968576215,36357747.897658266,3867661.578056902,141291,Hobro vs Vendsyssel,2024-05-13
Player,O. Klitten,Hobro,RB,35633127.784063414,35633127.784063414,28698703.034461293,3062941.901972548,118111,Hobro vs Vendsyssel,2024-05-13
Player,M. Haarup,Vendsyssel,RB,35276790.60625326,35276790.60625326,29032708.52105117,2550629.7936097234,118209,Hobro vs Vendsyssel,2024-05-13
Player,M. Jacobsen,Hobro,CB,31814759.110448383,31814759.110448383,26795264.918706845,4016057.0856390237,141291,Hobro vs Vendsyssel,2024-05-13
Player,L. Jensen,Vendsyssel,RW,26163461.536920685,26163461.536920685,21997494.085410133,2117161.9016606053,131843,Hobro vs Vendsyssel,2024-05-13
Player,M. Nielsen,Hobro,SUB,21768782.289232884,21768782.289232884,18137497.317423243,1179979.9469064963,72161,Hobro vs Vendsyssel,2024-05-13
Player,M. Compaore,Hobro,LB,20522932.90352177,20522932.90352177,17239862.467767816,1291933.0396731754,69130,Hobro vs Vendsyssel,2024-05-13
Player,O. Buch,Vendsyssel,ST,19839107.472671703,19839107.472671703,16859927.36415405,1574489.436054778,118111,Hobro vs Vendsyssel,2024-05-13
Player,R. Gyamfi,Hobro,RF,18445456.501151405,18445456.501151405,15663348.65844759,1725050.184147959,131732,Hobro vs Vendsyssel,2024-05-13
Player,O. Ohlenschlaeger,Vendsyssel,CAM,17855302.486296725,17855302.486296725,15591691.93785262,1099725.6895819933,141291,Hobro vs Vendsyssel,2024-05-13
Player,Mathias Kristensen,Hobro,RCM,16373787.241019296,16373787.241019296,13941175.048700595,946051.0503566818,135053,Hobro vs Vendsyssel,2024-05-13
Player,R. Thellufsen,Vendsyssel,RDM,16173065.367795214,16173065.367795214,14167477.792301819,634758.852574357,105183,Hobro vs Vendsyssel,2024-05-13
Player,F. Christensen,Hobro,LF,15859640.131922876,15859640.131922876,13347962.563695362,1984650.8599001025,141291,Hobro vs Vendsyssel,2024-05-13
Player,V. Rasmussen,Hobro,LCM,15689832.941430282,15689832.941430282,14031411.089471156,1155621.0745797502,118209,Hobro vs Vendsyssel,2024-05-13
Player,M. Freundlich,Hobro,CDM,14494815.454890821,14494815.454890821,12855744.048161015,1169090.5397595402,141291,Hobro vs Vendsyssel,2024-05-13
Player,K. Lunding,Vendsyssel,SUB,14063637.75053192,14063637.75053192,12527619.911296722,816399.195616148,72161,Hobro vs Vendsyssel,2024-05-13
Player,C. Lange,Vendsyssel,LW,14011087.199201614,14011087.199201614,10924773.735891847,1455967.1441842734,69130,Hobro vs Vendsyssel,2024-05-13
Player,A. Simon Okosun,Vendsyssel,LDM,13690311.074896019,13690311.074896019,12621076.667990314,868239.2188358862,141291,Hobro vs Vendsyssel,2024-05-13
Player,R. Frantsen,Vendsyssel,SUB,7251867.677900001,7251867.677900001,5431166.614550953,789155.7176678313,23180,Hobro vs Vendsyssel,2024-05-13
Player,T. Hartzell,Vendsyssel,SUB,7150926.754097444,7150926.754097444,6381927.191500534,485378.3469653254,23082,Hobro vs Vendsyssel,2024-05-13
Player,O. Overgaard,Hobro,SUB,6899658.90481174,6899658.90481174,5620827.680737621,474281.34978794586,23180,Hobro vs Vendsyssel,2024-05-13
Player,G. Dahl,Vendsyssel,SUB,4919459.73757799,4919459.73757799,4621513.560358489,205132.74802954323,36108,Hobro vs Vendsyssel,2024-05-13
Player,C. Horby,Hobro,SUB,3089568.877483767,3089568.877483767,2841579.262357866,148505.38152941153,23082,Hobro vs Vendsyssel,2024-05-13
Player,A. Rise Kristiansen,Vendsyssel,SUB,1114576.5850275208,1114576.5850275208,885761.5968906343,111461.71548400272,9448,Hobro vs Vendsyssel,2024-05-13
Player,V. Schmolker,Hobro,SUB,980152.503627109,980152.503627109,796417.3824398292,128938.44852003372,9559,Hobro vs Vendsyssel,2024-05-13
Player,A. Nathan,Hobro,SUB,860292.2375041182,860292.2375041182,576906.8579456946,72322.38429824855,6238,Hobro vs Vendsyssel,2024-05-13
Team,None,Vendsyssel,None,nan,nan,2580.2211587151637,314.5336197654205,None,Hobro vs Vendsyssel,2024-05-13
Team,None,Hobro,None,nan,nan,2279.689607569626,333.11811805552435,None,Hobro vs Vendsyssel,2024-05-13
Player,F. Mehder,Fredericia,GK,190977093.55151996,190977093.55151996,95883304.8546814,79979631.97434925,147438,AaB vs Fredericia,2024-05-17
Player,J. Posavec,AaB,GK,146943296.15370065,146943296.15370065,59699504.70153269,72698703.7377714,147438,AaB vs Fredericia,2024-05-17
Player,J. Juelsgard,Fredericia,LCB,59748743.00804364,59748743.00804364,52040057.497612596,3708176.341221839,147438,AaB vs Fredericia,2024-05-17
Player,J. Brinch,Fredericia,RCB,52841959.65038773,52841959.65038773,46962619.81372247,2820084.6631598924,147438,AaB vs Fredericia,2024-05-17
Player,A. Dahl,Fredericia,RWB,49935486.68092534,49935486.68092534,44378869.152906604,1460765.5802609385,140842,AaB vs Fredericia,2024-05-17
Player,N. Arnorsson,AaB,LCB,48936699.642085224,48936699.642085224,41490396.93569654,3508186.46578009,147438,AaB vs Fredericia,2024-05-17
Player,K. Jorgensen,AaB,RWB,48845245.44916739,48845245.44916739,40392136.30263602,3959424.47965151,147438,AaB vs Fredericia,2024-05-17
Player,N. Ritter,Fredericia,LWB,42704237.58871606,42704237.58871606,39115696.41891107,1210445.4223297404,103310,AaB vs Fredericia,2024-05-17
Player,Y. Bakiz,AaB,LWB,36441914.61104606,36441914.61104606,30420002.649245974,2353234.2917212993,125639,AaB vs Fredericia,2024-05-17
Player,M. Fischer,Fredericia,CB,36152336.486469254,36152336.486469254,33384574.240109984,2111134.1336208424,140983,AaB vs Fredericia,2024-05-17
Player,J. Ahlmann,AaB,SUB,32361846.393423066,32361846.393423066,27629214.175636467,2495969.0048095905,98281,AaB vs Fredericia,2024-05-17
Player,L. Kramer,AaB,CB,31497633.44246856,31497633.44246856,27236334.633478753,3216051.4886811064,147438,AaB vs Fredericia,2024-05-17
Player,C. Gammelgaard,Fredericia,RAM,24159040.192103785,24159040.192103785,21535306.089860313,1153066.4088349526,147438,AaB vs Fredericia,2024-05-17
Player,S. Berger,Fredericia,LAM,20791309.424306475,20791309.424306475,18962961.246809054,534939.429852294,147438,AaB vs Fredericia,2024-05-17
Player,Mathias Jorgensen,AaB,RF,19583667.348696977,19583667.348696977,17120627.57608716,1368372.4126806022,147438,AaB vs Fredericia,2024-05-17
Player,E. Dall,Fredericia,ST,19039190.209097616,19039190.209097616,16113896.935819227,1835590.1575460238,147438,AaB vs Fredericia,2024-05-17
Player,J. Adedeji,AaB,CAM,18930212.228748094,18930212.228748094,17772483.098066673,654953.6980041676,147438,AaB vs Fredericia,2024-05-17
Player,L. Hetemi,Fredericia,RDM,18499955.744033687,18499955.744033687,18046064.668220412,283141.27554075734,147438,AaB vs Fredericia,2024-05-17
Player,O. Ross,AaB,LF,15764616.304400174,15764616.304400174,12992003.119070964,1535220.5797249484,102958,AaB vs Fredericia,2024-05-17
Player,Mikkel Juhl Aagaard Andersen,Fredericia,SUB,14364963.35105651,14364963.35105651,13005502.891939268,503333.41278453125,44128,AaB vs Fredericia,2024-05-17
Player,M. Bomholt,AaB,RDM,13492497.265529977,13492497.265529977,12726088.721062277,373865.1563075052,102958,AaB vs Fredericia,2024-05-17
