type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,date,home_team,away_team
ballPossession,59.8,40.2,NaN,15,0-15,52.7,47.3,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,15,16-30,68.6,31.4,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,15,31-45,55.3,44.7,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,15,46-60,71.3,28.7,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,15,61-75,53.5,46.5,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,15,76-90,58.8,41.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,45,0-45,58.6,41.4,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,59.8,40.2,NaN,45,46-90,61.1,38.9,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,0-5,22.0,78.0,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,6-10,52.0,48.0,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,11-15,20.8,79.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,16-20,28.2,71.8,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,21-25,56.5,43.5,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,26-30,78.8,21.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,31-35,52.5,47.5,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,36-40,64.6,35.4,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,41-45,48.8,51.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,46-50,54.7,45.3,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,51-55,75.0,25.0,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,56-60,51.2,48.8,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,61-65,33.3,66.7,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,66-70,37.0,63.0,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,71-75,44.7,55.3,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,76-80,77.3,22.7,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,81-85,30.0,70.0,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,5,86-90,53.7,46.3,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,0-15,31.8,68.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,16-30,56.9,43.1,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,31-45,55.3,44.7,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,46-60,58.2,41.8,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,61-75,38.8,61.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,15,76-90,52.1,47.9,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,45,0-45,47.8,52.2,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorial,48.6,51.4,NaN,45,46-90,49.5,50.5,NaN,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,0-5,44.0,12.0,44.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,6-10,26.0,28.0,46.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,11-15,41.7,10.4,47.9,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,16-20,25.6,25.6,48.8,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,21-25,13.0,30.4,56.6,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,26-30,13.5,38.5,48.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,31-35,23.0,31.1,45.9,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,36-40,8.3,39.6,52.1,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,41-45,22.0,17.1,60.9,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,46-50,15.1,17.0,67.9,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,51-55,17.9,57.1,25.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,56-60,29.3,31.7,39.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,61-65,13.9,11.1,75.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,66-70,19.6,19.6,60.8,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,71-75,38.3,14.9,46.8,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,76-80,9.1,45.5,45.4,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,81-85,36.7,10.0,53.3,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,5,86-90,20.9,29.9,49.2,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,0-15,37.2,16.9,45.9,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,16-30,16.8,32.1,51.1,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,31-45,18.0,30.0,52.0,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,46-60,20.5,31.1,48.4,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,61-75,24.8,15.5,59.7,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,15,76-90,22.7,27.7,49.6,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,45,0-45,24.1,26.2,49.7,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
territorialThird,23.5,25.5,51.0,45,46-90,22.7,24.6,52.7,Horsens vs Kolding,a2e9c9qvmvcn763epwesnkd1w,2024-02-23,Horsens,Kolding
ballPossession,43.3,56.7,NaN,5,0-5,45.8,54.2,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,6-10,78.9,21.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,11-15,49.2,50.8,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,16-20,48.3,51.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,21-25,69.2,30.8,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,26-30,36.6,63.4,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,31-35,36.1,63.9,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,36-40,86.8,13.2,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,41-45,36.5,63.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,46-50,18.7,81.3,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,51-55,41.9,58.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,56-60,0.0,100.0,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,61-65,33.3,66.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,66-70,11.6,88.4,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,71-75,39.0,61.0,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,76-80,36.6,63.4,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,81-85,56.8,43.2,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,5,86-90,45.4,54.6,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,0-15,57.5,42.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,16-30,50.7,49.3,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,31-45,52.9,47.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,46-60,22.1,77.9,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,61-75,28.8,71.2,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,15,76-90,46.2,53.8,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,45,0-45,53.9,46.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,43.3,56.7,NaN,45,46-90,32.6,67.4,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,0-5,42.4,57.6,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,6-10,40.4,59.6,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,11-15,63.5,36.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,16-20,43.3,56.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,21-25,46.2,53.8,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,26-30,70.7,29.3,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,31-35,50.0,50.0,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,36-40,48.5,51.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,41-45,61.5,38.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,46-50,57.3,42.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,51-55,37.1,62.9,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,56-60,45.5,54.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,61-65,38.9,61.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,66-70,41.9,58.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,71-75,48.8,51.2,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,76-80,61.0,39.0,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,81-85,40.9,59.1,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,5,86-90,37.1,62.9,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,0-15,49.2,50.8,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,16-30,52.1,47.9,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,31-45,55.3,44.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,46-60,47.5,52.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,61-75,42.3,57.7,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,15,76-90,43.4,56.6,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,45,0-45,52.4,47.6,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorial,48.5,51.5,NaN,45,46-90,44.5,55.5,NaN,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,0-5,32.2,23.7,44.1,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,6-10,26.3,19.3,54.4,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,11-15,15.9,31.7,52.4,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,16-20,21.7,21.7,56.6,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,21-25,35.9,17.9,46.2,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,26-30,12.2,29.3,58.5,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,31-35,22.2,22.2,55.6,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,36-40,20.6,33.8,45.6,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,41-45,22.1,39.4,38.5,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,46-50,28.0,38.7,33.3,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,51-55,29.0,14.5,56.5,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,56-60,27.3,18.2,54.5,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,61-65,26.4,16.7,56.9,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,66-70,32.6,14.0,53.4,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,71-75,29.3,29.3,41.4,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,76-80,17.1,46.3,36.6,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,81-85,38.6,13.6,47.8,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,5,86-90,40.2,25.8,34.0,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,0-15,24.6,25.1,50.3,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,16-30,22.9,22.9,54.2,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,31-45,21.6,34.6,43.8,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,46-60,28.2,25.4,46.4,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,61-75,28.8,19.2,52.0,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,15,76-90,34.6,27.5,37.9,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,45,0-45,23.0,28.3,48.7,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
territorialThird,26.8,26.3,46.9,45,46-90,30.6,24.3,45.1,Helsingør vs HB Køge,a2n9qe2upl34usrv9gwejf8yc,2024-02-23,Helsingør,HB Køge
ballPossession,53.5,46.5,NaN,5,0-5,54.7,45.3,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,6-10,66.7,33.3,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,11-15,59.4,40.6,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,16-20,40.0,60.0,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,21-25,60.7,39.3,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,26-30,75.4,24.6,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,31-35,61.1,38.9,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,36-40,69.8,30.2,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,41-45,51.8,48.2,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,46-50,33.3,66.7,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,51-55,44.4,55.6,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,56-60,29.2,70.8,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,61-65,63.6,36.4,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,66-70,46.4,53.6,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,71-75,55.6,44.4,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,76-80,50.0,50.0,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,81-85,23.3,76.7,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,5,86-90,55.8,44.2,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,15,0-15,59.8,40.2,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
ballPossession,53.5,46.5,NaN,15,16-30,60.8,39.2,NaN,Vendsyssel vs Hillerød,a3netsad8ijzedu07lcml93bo,2024-02-23,Vendsyssel,Hillerød
