type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,date,home_team,away_team
ballPossession,51.4,48.6,NaN,5,16-20,89.7,10.3,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,21-25,45.0,55.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,26-30,47.1,52.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,31-35,54.0,46.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,36-40,58.6,41.4,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,41-45,67.3,32.7,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,46-50,40.7,59.3,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,51-55,31.1,68.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,56-60,31.1,68.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,61-65,54.1,45.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,66-70,48.1,51.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,71-75,36.4,63.6,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,76-80,64.2,35.8,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,81-85,44.2,55.8,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,5,86-90,51.0,49.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,0-15,49.5,50.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,16-30,62.6,37.4,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,31-45,60.0,40.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,46-60,34.4,65.6,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,61-75,47.0,53.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,15,76-90,53.0,47.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,45,0-45,56.9,43.1,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,51.4,48.6,NaN,45,46-90,45.4,54.6,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,0-5,56.1,43.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,6-10,56.0,44.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,11-15,24.7,75.3,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,16-20,51.5,48.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,21-25,23.3,76.7,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,26-30,70.6,29.4,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,31-35,38.0,62.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,36-40,51.4,48.6,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,41-45,60.0,40.0,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,46-50,61.1,38.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,51-55,51.1,48.9,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,56-60,42.6,57.4,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,61-65,32.4,67.6,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,66-70,72.2,27.8,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,71-75,15.2,84.8,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,76-80,75.5,24.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,81-85,41.9,58.1,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,5,86-90,41.3,58.7,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,0-15,45.3,54.7,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,16-30,47.5,52.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,31-45,50.3,49.7,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,46-60,51.2,48.8,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,61-75,49.7,50.3,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,15,76-90,50.5,49.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,45,0-45,47.5,52.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorial,48.9,51.1,NaN,45,46-90,50.5,49.5,NaN,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,0-5,13.6,43.9,42.5,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,6-10,13.3,30.7,56.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,11-15,47.9,4.1,48.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,16-20,25.0,30.9,44.1,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,21-25,36.7,13.3,50.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,26-30,9.8,37.3,52.9,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,31-35,44.0,18.0,38.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,36-40,20.0,27.1,52.9,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,41-45,21.8,23.6,54.6,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,46-50,13.0,37.0,50.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,51-55,22.2,33.3,44.5,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,56-60,29.5,9.8,60.7,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,61-65,45.9,18.9,35.2,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,66-70,11.4,45.6,43.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,71-75,51.5,12.1,36.4,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,76-80,7.5,60.4,32.1,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,81-85,41.9,25.6,32.5,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,5,86-90,31.7,13.5,54.8,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,0-15,25.2,25.7,49.1,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,16-30,24.6,26.8,48.6,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,31-45,27.4,23.4,49.2,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,46-60,21.9,25.6,52.5,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,61-75,28.9,31.5,39.6,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,15,76-90,27.5,28.5,44.0,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,45,0-45,25.7,25.4,48.9,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
territorialThird,25.9,26.8,47.3,45,46-90,26.1,28.5,45.4,HB Køge vs Hobro,9igq26jjghuktkzpn37j6kkd0,2023-08-20,HB Køge,Hobro
ballPossession,55.0,45.0,NaN,5,0-5,38.2,61.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,6-10,65.5,34.5,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,11-15,44.7,55.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,16-20,30.9,69.1,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,21-25,75.0,25.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,26-30,62.3,37.7,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,31-35,50.0,50.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,36-40,31.2,68.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,41-45,38.6,61.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,46-50,60.5,39.5,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,51-55,58.7,41.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,56-60,66.7,33.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,61-65,38.1,61.9,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,66-70,54.8,45.2,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,71-75,76.6,23.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,76-80,63.6,36.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,81-85,69.7,30.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,5,86-90,64.9,35.1,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,0-15,52.2,47.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,16-30,52.2,47.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,31-45,41.0,59.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,46-60,62.4,37.6,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,61-75,58.7,41.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,15,76-90,65.3,34.7,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,45,0-45,48.0,52.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,55.0,45.0,NaN,45,46-90,62.1,37.9,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,0-5,38.2,61.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,6-10,42.9,57.1,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,11-15,76.6,23.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,16-20,54.5,45.5,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,21-25,92.9,7.1,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,26-30,66.0,34.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,31-35,78.6,21.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,36-40,68.8,31.2,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,41-45,55.7,44.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,46-50,73.7,26.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,51-55,65.2,34.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,56-60,63.2,36.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,61-65,57.1,42.9,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,66-70,50.7,49.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,71-75,90.6,9.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,76-80,77.3,22.7,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,81-85,60.6,39.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,5,86-90,66.2,33.8,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,0-15,50.0,50.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,16-30,66.9,33.1,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,31-45,67.6,32.4,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,46-60,66.7,33.3,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,61-75,66.5,33.5,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,15,76-90,69.3,30.7,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,45,0-45,61.0,39.0,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorial,64.2,35.8,NaN,45,46-90,67.5,32.5,NaN,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,0-5,45.5,14.5,40.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,6-10,27.4,17.9,54.7,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,11-15,8.5,59.6,31.9,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,16-20,29.1,34.5,36.4,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,21-25,0.0,78.6,21.4,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,26-30,18.9,37.7,43.4,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,31-35,4.3,47.1,48.6,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,36-40,6.2,47.9,45.9,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,41-45,28.6,32.9,38.5,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,46-50,13.2,36.8,50.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,51-55,23.9,41.3,34.8,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,56-60,17.5,33.3,49.2,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,61-65,19.0,23.8,57.2,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,66-70,30.1,21.9,48.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,71-75,3.1,64.1,32.8,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,76-80,7.6,57.6,34.8,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,81-85,15.2,12.1,72.7,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,5,86-90,19.5,45.5,35.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,0-15,28.0,27.4,44.6,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,16-30,19.1,44.9,36.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,31-45,13.8,42.0,44.2,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,46-60,18.4,36.9,44.7,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,61-75,17.9,37.4,44.7,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,15,76-90,14.2,43.8,42.0,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,45,0-45,20.4,37.5,42.1,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
territorialThird,18.6,38.5,42.9,45,46-90,16.7,39.5,43.8,Fredericia vs Horsens,9ipf1q50gce86519x0upkk3dg,2023-08-22,Fredericia,Horsens
ballPossession,49.6,50.4,NaN,5,0-5,78.8,21.2,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,6-10,54.7,45.3,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,11-15,53.1,46.9,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,16-20,72.3,27.7,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,21-25,33.3,66.7,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,26-30,61.2,38.8,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,31-35,76.3,23.7,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,36-40,57.5,42.5,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
ballPossession,49.6,50.4,NaN,5,41-45,57.6,42.4,NaN,Næstved vs B 93,9izuctxou3c4lj4u78vmvczkk,2023-08-22,Næstved,B 93
