contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,date,15,17,18,20,22,24,25,26,29,56,63,64,72,73,74,76,77,78,79,80,81,82,89,100,102,103,108,146,147,154,214,215,230,231,233,321,322,326,327,328,374,375,458,16,19,21,23,62,65,84,85,87,120,133,153,254,324,395,396,468,469,61,75,101,121,138,274,280,281,282,323,338,391,472,473,9,60,160,216,217,353,390,114,276,136,139,83,275,67,192,71,113,28,86,66,69,68,273,300,314
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2592974797,44,15,1,4,39,C. Jensen,74m58jsznzu8l89b8h7rkh1bd,1,81.3,43.3,2023-09-22T17:07:01.681,2023-09-22T17:08:21,"{""id"": 4523811007, ""qualifierId"": 22}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,50.5,11.4,NaN,97.6,48.4,NaN,NaN,true,NaN,NaN,58,0.05642659589648247,0.0186,2,2,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2592989509,303,15,1,28,42,Y. Bakiz,bb8q9cgqzw9n2tmkl8s3bth0q,1,68.9,47.3,2023-09-22T17:31:04.524,2023-09-22T17:33:08,"{""id"": 4523892215, ""qualifierId"": 26}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.4,14.6,NaN,96.8,49.5,NaN,NaN,NaN,NaN,NaN,244,0.030022546648979187,0.2037,1,3,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2592994049,316,15,1,35,44,D. Bayrak,d2otdesf6fxo0zjmrenoi074k,1,90.7,33.4,2023-09-22T17:38:06.175,2023-09-22T18:07:07,"{""id"": 4523917473, ""qualifierId"": 22}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,true,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.4,13.9,NaN,96.2,41.9,true,true,NaN,NaN,NaN,366,0.19459134340286255,0.2006,2,1,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2592994165,318,15,1,35,55,M. Gudmann,am3509ake84cde1xhb9264i22,1,82.1,31.0,2023-09-22T17:38:17.334,2023-09-22T17:40,"{""id"": 4523921539, ""qualifierId"": 146, ""value"": ""98.2""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.3,4.4,NaN,98.2,47.5,true,NaN,true,NaN,NaN,367,0.02515026554465294,0.1572,2,3,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2592992391,352,15,1,33,24,M. Widell,3q4tnk1z46lop4rbdpjtfoc2c,1,92.6,66.8,2023-09-22T17:35:46.389,2023-09-22T17:37:07,"{""id"": 4523908269, ""qualifierId"": 22}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,54.7,19,NaN,95.3,62.5,NaN,NaN,NaN,98.8,54.5,296,0.04267142340540886,NaN,3,2,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2592992821,355,15,1,34,4,R. Odada,8bfew6mf9m26cj07fq32uf2wa,1,73.5,37.9,2023-09-22T17:36:25.851,2023-09-22T17:37:55,"{""id"": 4523911529, ""qualifierId"": 322, ""value"": ""0.1083""}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,NaN,NaN,true,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.6,8.9,NaN,97.1,48.9,NaN,NaN,true,NaN,NaN,299,0.014904467388987541,0.1083,2,3,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2592995043,383,16,1,36,58,M. Widell,3q4tnk1z46lop4rbdpjtfoc2c,1,78.8,58.9,2023-09-22T17:39:20.680,2023-09-22T17:41:11,"{""id"": 4523927509, ""qualifierId"": 322, ""value"": ""0.3305""}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.6,26.6,NaN,NaN,NaN,NaN,NaN,true,98.1,49.6,NaN,0.04623016342520714,0.3305,2,2,true,2023-09-22 18:39:18.684,36:56.978,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2593016717,440,15,2,46,21,S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,1,81.3,65.8,2023-09-22T18:08:13.727,2023-09-22T18:09:34,"{""id"": 4524037109, ""qualifierId"": 22}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.5,24.1,NaN,97.5,52.2,true,NaN,NaN,NaN,NaN,487,0.032595518976449966,0.042,2,2,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2593027859,531,13,2,54,49,M. Gudmann,am3509ake84cde1xhb9264i22,1,79.3,28.9,2023-09-22T18:16:41.924,2023-09-22T19:11:53,"{""id"": 4524097741, ""qualifierId"": 231, ""value"": ""48.7""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.8,37.5,NaN,NaN,NaN,NaN,NaN,true,98.8,48.7,NaN,0.01154840737581253,NaN,3,3,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2593048005,699,15,2,72,32,W. Madsen,7ztdirfvd9d0x2yw1v051xzbo,1,80.6,44.3,2023-09-22T18:34:24.467,2023-09-22T18:35:40,"{""id"": 4524210021, ""qualifierId"": 22}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,50.4,3.2,NaN,98.2,50.0,NaN,NaN,NaN,NaN,NaN,731,0.05009419471025467,0.0297,2,2,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2593055859,746,15,2,78,49,S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,1,84.2,67.5,2023-09-22T18:40:42.300,2023-09-22T18:42:12,"{""id"": 4524256591, ""qualifierId"": 230, ""value"": ""99.0""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,48.4,19,NaN,93.2,56.7,true,NaN,NaN,99.0,50,779,0.03745879605412483,NaN,2,2,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593050655,750,13,2,74,51,E. Toku,6d05w3h1odtki5z4wqojf6z56,1,78.1,30.0,2023-09-22T18:36:43.522,2023-09-22T18:37:58,"{""id"": 4524226219, ""qualifierId"": 215}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.0,38.9,NaN,NaN,NaN,NaN,NaN,true,98.4,47.7,NaN,0.015203727409243584,NaN,2,2,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593053683,770,15,2,77,12,L. Andersen,8kmwxl1xblwfsb0h40mkgrlcl,1,80.2,48.8,2023-09-22T18:39:04.446,2023-09-22T18:40:32,"{""id"": 4524243967, ""qualifierId"": 146, ""value"": ""87.5""}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,53.1,19,NaN,87.5,50.4,NaN,NaN,NaN,99.9,50.4,723,0.13657279312610626,NaN,1,3,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593053727,771,13,2,77,14,L. Andersen,8kmwxl1xblwfsb0h40mkgrlcl,1,80.2,48.8,2023-09-22T18:39:07.228,2023-09-22T18:40:29,"{""id"": 4524243301, ""qualifierId"": 108}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.6,76.4,true,NaN,NaN,NaN,NaN,NaN,98.8,48.9,NaN,0.025332188233733177,NaN,2,3,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593054761,777,13,2,77,56,N. Helenius,rv6r0bwbl75er38wklyfpsr9,1,92.9,43.3,2023-09-22T18:39:48.926,2023-09-22T18:41:14,"{""id"": 4524248623, ""qualifierId"": 231, ""value"": ""48.0""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,39.7,76.4,NaN,NaN,NaN,true,true,NaN,98.9,48.0,NaN,0.3633471727371216,NaN,1,2,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593062495,827,15,2,83,48,N. Helenius,rv6r0bwbl75er38wklyfpsr9,1,91.0,38.3,2023-09-22T18:45:40.963,2023-09-22T18:49:29,"{""id"": 4524306687, ""qualifierId"": 20}",NaN,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,49.2,19,true,92.9,40.6,NaN,NaN,NaN,97.2,46.0,789,0.053303010761737823,NaN,3,2,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593064809,846,15,2,85,15,K. Jørgensen,de0dokhb6u6hts2hu5aupgiga,1,80.0,30.9,2023-09-22T18:47:07.519,2023-09-22T18:48:47,"{""id"": 4524304527, ""qualifierId"": 233, ""value"": ""800""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,48.4,19,NaN,83.0,33.6,NaN,NaN,true,96.0,47.1,800,0.017886241897940636,NaN,3,2,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593065037,849,13,2,85,23,L. Andersen,8kmwxl1xblwfsb0h40mkgrlcl,1,81.1,61.8,2023-09-22T18:47:15.753,2023-09-22T18:48:40,"{""id"": 4524303505, ""qualifierId"": 102, ""value"": ""49.7""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.7,84.7,NaN,NaN,NaN,NaN,NaN,true,98.0,52.0,NaN,0.04171457141637802,NaN,2,2,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593071885,887,16,2,90,23,L. Andersen,8kmwxl1xblwfsb0h40mkgrlcl,1,85.4,36.6,2023-09-22T18:52:15.611,2023-09-22T18:54,"{""id"": 4524341541, ""qualifierId"": 231, ""value"": ""43.9""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,46.3,14.6,NaN,NaN,NaN,true,true,NaN,93.2,43.9,NaN,0.24794596433639526,0.5559,1,1,NaN,2023-09-22 19:52:14.541,90:22.231,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2593073851,893,14,2,92,10,K. Jørgensen,de0dokhb6u6hts2hu5aupgiga,1,86.6,46.3,2023-09-22T18:54:02.906,2023-09-22T18:56:53,"{""id"": 4524358453, ""qualifierId"": 231, ""value"": ""50""}",1.0,9p7ahqrau8nxq313ey7b3b3mc,AaB vs HB Køge,2023-09-22,true,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.0,40.5,NaN,NaN,NaN,true,NaN,NaN,97.8,50,NaN,0.02184644155204296,NaN,2,2,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598027725,36,14,1,2,33,D. Bayrak,d2otdesf6fxo0zjmrenoi074k,1,87.5,29.1,2023-10-01T11:03:28.405,2023-10-03T14:32:04,"{""id"": 4550924483, ""qualifierId"": 22}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,NaN,true,true,NaN,NaN,,true,Center,true,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,55.6,8.9,,NaN,NaN,true,NaN,true,97.5,45.5,NaN,0.048124928027391434,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2598034943,114,15,1,14,12,F. Helstrup,5ojtpz2h5kjoaq3cwcfjrf6c5,1,96.1,65.1,2023-10-01T11:15:07.595,2023-10-03T14:32:13,"{""id"": 4550967003, ""qualifierId"": 22}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,NaN,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,47.7,12.7,,98.2,57.9,true,true,NaN,NaN,NaN,184,0.1352282464504242,0.5534,2,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598032305,140,13,1,10,3,Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,1,76.1,46.6,2023-10-01T11:10:58.544,2023-10-03T14:32:09,"{""id"": 4550951975, ""qualifierId"": 102, ""value"": ""42.7""}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,NaN,true,NaN,NaN,,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,42.7,5.6,,NaN,NaN,NaN,NaN,true,97.3,50,NaN,0.05083328112959862,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2598040371,190,13,1,23,57,O. Drost,1n4t6k5k2on5iihoc59brxi3t,1,77.6,65.8,2023-10-01T11:24:52.904,2023-10-03T15:32:43,"{""id"": 4550997755, ""qualifierId"": 18}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,NaN,true,NaN,,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,51.1,87.5,,NaN,NaN,NaN,NaN,true,97.6,50.7,NaN,0.029217882081866264,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598035371,193,15,1,14,58,J. Adedeji,4sgxth7onhb5mu29bgyupby3u,1,77.6,32.8,2023-10-01T11:15:53.164,2023-10-03T14:32:11,"{""id"": 4550969571, ""qualifierId"": 56, ""value"": ""Center""}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,true,true,,NaN,47.9,20.8,,82.0,36.1,NaN,NaN,true,98.8,48.2,122,0.0334615521132946,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598036193,198,15,1,16,9,N. Cavnić,76haeglj7ab88ikhym8hw6uol,1,92.5,37.5,2023-10-01T11:17:04.468,2023-10-03T14:32:06,"{""id"": 4557488561, ""qualifierId"": 17}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,true,true,NaN,NaN,NaN,NaN,true,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,47.1,29.1,,99.0,46.8,true,NaN,NaN,NaN,NaN,127,0.015970343723893166,0.189,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2598041001,199,13,1,25,2,E. Wass,5l4gputgu1kti0fygivtpf7u2,1,73.1,52.4,2023-10-01T11:25:57.752,2023-10-03T15:32:52,"{""id"": 4557533433, ""qualifierId"": 469, ""value"": ""dd7cw1vgbkw4xma43nt7r5jtt""}",NaN,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,44.7,55.6,,NaN,NaN,NaN,NaN,true,95.0,49.3,NaN,0.03802003711462021,NaN,1,2,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1038,dd7cw1vgbkw4xma43nt7r5jtt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598036541,203,13,1,16,41,C. Jensen,74m58jsznzu8l89b8h7rkh1bd,1,53.0,71.7,2023-10-01T11:17:36.419,2023-10-03T14:32:03,"{""id"": 4550976817, ""qualifierId"": 231, ""value"": ""56.7""}",NaN,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,64.5,20.8,,NaN,NaN,NaN,NaN,true,84.1,56.7,NaN,0.008064894005656242,NaN,1,2,NaN,NaN,NaN,true,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598037827,238,13,1,18,59,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,77.4,34.5,2023-10-01T11:19:54.466,2023-10-03T14:32:08,"{""id"": 4550984453, ""qualifierId"": 231, ""value"": ""48.9""}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,42.5,55.6,,NaN,NaN,NaN,NaN,true,98.4,48.9,NaN,0.03477656841278076,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2598038637,253,15,1,20,36,J. Adedeji,4sgxth7onhb5mu29bgyupby3u,1,82.5,66.7,2023-10-01T11:21:32.330,2023-10-03T15:32:55,"{""id"": 4550993567, ""qualifierId"": 321, ""value"": ""0.0358748733997345""}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,53.2,14.6,,98.4,51.6,NaN,NaN,true,NaN,NaN,163,0.0358748733997345,0.1114,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2598047691,260,15,1,33,48,O. Drost,1n4t6k5k2on5iihoc59brxi3t,1,75.7,45.8,2023-10-01T11:34:43.198,2023-10-03T15:32:50,"{""id"": 4551037465, ""qualifierId"": 233, ""value"": ""395""}",NaN,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,true,,NaN,48.6,9.7,,81.5,47.1,NaN,NaN,true,94.9,48.6,395,0.021974042057991028,NaN,3,2,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2598047785,262,13,1,33,52,O. Drost,1n4t6k5k2on5iihoc59brxi3t,1,74.4,32.0,2023-10-01T11:34:48.780,2023-10-03T15:32:51,"{""id"": 4551035229, ""qualifierId"": 321, ""value"": ""0.023718951269984245""}",1.0,9qyj44nzc7wg2wc4fqostuc5w,HB Køge vs Helsingør,2023-10-01,NaN,NaN,true,true,true,NaN,NaN,,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,57.0,72.2,,NaN,NaN,NaN,NaN,true,97.3,47.8,NaN,0.023718951269984245,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
