contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,date,15,17,18,20,22,24,25,26,29,56,63,64,72,73,74,76,77,78,79,80,81,82,89,100,102,103,108,146,147,154,214,215,230,231,233,321,322,326,327,328,374,375,458,16,19,21,23,62,65,84,85,87,120,133,153,254,324,395,396,468,469,61,75,101,121,138,274,280,281,282,323,338,391,472,473,9,60,160,216,217,353,390,114,276,136,139,83,275,67,192,71,113,28,86,66,69,68,273,300,314
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2609079609,922,15,2,91,49,Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,1,78.6,37.1,2023-10-27T18:47:42.792,2023-10-30T21:15:05,"{""id"": 4609885023, ""qualifierId"": 215}",NaN,9uramjrf9z68qossawpur5mvo,Hobro vs HB Køge,2023-10-27,NaN,NaN,true,NaN,true,NaN,NaN,,NaN,Center,NaN,,true,,NaN,NaN,NaN,true,,NaN,,true,,NaN,49.2,19,NaN,89.9,43.5,NaN,NaN,true,96.3,48.0,906,0.04010040685534477,NaN,1,3,true,NaN,NaN,true,,,,,,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2609079665,923,15,2,91,51,M. Gudmann,am3509ake84cde1xhb9264i22,1,81.1,50.3,2023-10-27T18:47:44.952,2023-10-30T21:15:08,"{""id"": 4609898051, ""qualifierId"": 233, ""value"": ""920""}",NaN,9uramjrf9z68qossawpur5mvo,Hobro vs HB Køge,2023-10-27,NaN,NaN,true,true,true,NaN,NaN,,NaN,Center,NaN,,NaN,,NaN,NaN,NaN,true,,NaN,,true,,NaN,51.2,19,NaN,89.5,50.7,NaN,NaN,true,96.8,49.5,920,0.06471621990203857,NaN,2,3,true,NaN,NaN,true,,,,,,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2609079741,924,13,2,91,54,Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,1,87.2,40.2,2023-10-27T18:47:47.656,2023-10-30T21:15:01,"{""id"": 4609893531, ""qualifierId"": 230, ""value"": ""97.8""}",NaN,9uramjrf9z68qossawpur5mvo,Hobro vs HB Køge,2023-10-27,NaN,true,NaN,true,true,NaN,NaN,,NaN,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,40.8,54.2,NaN,NaN,NaN,NaN,NaN,NaN,97.8,48.6,NaN,0.11142097413539886,NaN,2,2,NaN,NaN,NaN,true,,,,,,NaN,,NaN,true,,,NaN,,NaN,NaN,NaN,,,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612436329,78,13,1,5,59,E. Semovski,8qzac8nxm8nxbckdaisnooutw,1,83.4,62.1,2023-11-03T18:06:57.465,2023-11-03T18:08:10,"{""id"": 4627900745, ""qualifierId"": 22}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,61.0,25,NaN,NaN,NaN,true,NaN,true,97.7,50.5,NaN,0.0652889758348465,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612436829,78,16,1,6,49,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,85.9,42.5,2023-11-03T18:07:47.487,2023-11-03T18:09:30,"{""id"": 4627905547, ""qualifierId"": 231, ""value"": ""49.5""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,53.5,8.9,NaN,NaN,NaN,true,NaN,NaN,98.0,49.5,NaN,0.11880583316087723,0.2905,2,2,NaN,2023-11-03 18:07:46.547,06:48.939,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,true,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612437893,86,15,1,8,52,A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,1,78.4,35.8,2023-11-03T18:09:49.758,2023-11-03T18:11:11,"{""id"": 4627908931, ""qualifierId"": 18}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,true,NaN,NaN,true,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,NaN,49.2,19,NaN,87.6,41.5,true,NaN,NaN,98.6,48.7,NaN,0.022509818896651268,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,true,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612443105,183,16,1,17,57,A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,1,76.7,53.6,2023-11-03T18:18:54.877,2023-11-03T18:20:30,"{""id"": 4627938003, ""qualifierId"": 102, ""value"": ""53.6""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,53.6,20.3,NaN,NaN,NaN,NaN,NaN,true,98.5,49.8,NaN,0.03626056760549545,0.2653,2,2,NaN,2023-11-03 18:18:53.402,17:55.794,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,true,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612443729,216,15,1,19,13,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,85.6,59.6,2023-11-03T18:20:11.108,2023-11-03T18:21:22,"{""id"": 4627940127, ""qualifierId"": 147, ""value"": ""52.2""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,46.4,15.2,NaN,98.9,52.2,NaN,NaN,true,NaN,NaN,188,0.09423781931400299,0.2977,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612446623,226,15,1,25,46,F. Heiselberg,3bxz0cn0chwqvs1114ectrrsa,1,76.8,59.4,2023-11-03T18:26:43.947,2023-11-03T18:27:53,"{""id"": 4627955149, ""qualifierId"": 327, ""value"": ""2""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,50.9,29.1,NaN,98.6,48.0,true,NaN,NaN,NaN,NaN,305,0.06537694483995438,0.0829,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,true,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612444059,227,15,1,19,53,Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,1,76.0,31.9,2023-11-03T18:20:51.555,2023-11-03T18:22:26,"{""id"": 4627942809, ""qualifierId"": 231, ""value"": ""47.7""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,NaN,50.5,19,NaN,79.5,34.7,NaN,NaN,true,98.9,47.7,191,0.013074353337287903,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612444517,229,15,1,20,53,M. Gudmann,am3509ake84cde1xhb9264i22,1,67.0,35.5,2023-11-03T18:21:50.900,2023-11-03T18:24:59,"{""id"": 4627944063, ""qualifierId"": 26}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,Center,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,NaN,49.9,19,NaN,77.1,39.9,NaN,NaN,NaN,99.0,49.1,195,0.027230506762862206,NaN,1,3,NaN,NaN,NaN,true,NaN,true,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612444595,231,15,1,21,2,E. Semovski,8qzac8nxm8nxbckdaisnooutw,1,94.0,61.8,2023-11-03T18:22:00.510,2023-11-03T18:26:49,"{""id"": 4627944499, ""qualifierId"": 56, ""value"": ""Center""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,53.2,11.4,true,98.8,53.3,NaN,true,NaN,NaN,NaN,196,0.06977279484272003,0.3922,2,2,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612444613,232,15,1,21,3,I. Dorgu,bmvcofmie6om4muxij4kdkro4,1,89.5,55.8,2023-11-03T18:22:01.176,2023-11-03T18:27:04,"{""id"": 4627944575, ""qualifierId"": 56, ""value"": ""Center""}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,Center,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,NaN,49.5,19,true,90.4,55.2,NaN,NaN,NaN,98.2,50.4,197,0.053902000188827515,NaN,3,2,true,NaN,NaN,true,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,true,231,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612448879,249,15,1,31,24,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,68.8,23.7,2023-11-03T18:32:21.994,2023-11-03T18:33:36,"{""id"": 4627967721, ""qualifierId"": 215}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,NaN,48.9,19,NaN,86.8,38.3,true,NaN,true,97.2,48.6,343,0.009216138161718845,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612454479,316,15,1,40,23,M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,1,65.3,43.1,2023-11-03T18:41:20.760,2023-11-03T18:42:57,"{""id"": 4627997185, ""qualifierId"": 82}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,Center,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,,NaN,52.2,19,NaN,77.2,46.2,NaN,NaN,NaN,99.3,50.7,444,0.03711044043302536,NaN,1,2,NaN,NaN,NaN,true,NaN,true,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612454637,320,13,1,40,36,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,85.3,35.4,2023-11-03T18:41:34.810,2023-11-03T18:42:50,"{""id"": 4627997077, ""qualifierId"": 230, ""value"": ""98.2""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,38.5,30.6,NaN,NaN,NaN,true,NaN,NaN,98.2,47.8,NaN,0.04176941514015198,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,true,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612454949,326,15,1,41,10,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,86.0,32.2,2023-11-03T18:42:08.504,2023-11-03T18:43:16,"{""id"": 4627998571, ""qualifierId"": 233, ""value"": ""453""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,47.4,17.7,NaN,99.4,49.3,true,NaN,NaN,NaN,NaN,453,0.03932776302099228,0.0976,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612451187,393,15,1,35,9,I. Dorgu,bmvcofmie6om4muxij4kdkro4,1,97.1,55.1,2023-11-03T18:36:07.101,2023-11-03T18:39:09,"{""id"": 4627978877, ""qualifierId"": 326, ""value"": ""2""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,true,48.5,19,NaN,99.7,49.3,true,true,NaN,99.1,52.0,270,0.2686205506324768,NaN,2,2,true,NaN,NaN,NaN,true,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,true,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612473385,441,13,2,54,25,S. Reese,4bkqvwlmbwul0s8lbbq6mifp,1,89.6,46.3,2023-11-03T19:13:05.732,2023-11-03T19:14:19,"{""id"": 4628091009, ""qualifierId"": 22}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,true,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,48.7,66.7,NaN,NaN,NaN,true,NaN,NaN,99.1,48.7,NaN,0.05552031472325325,NaN,2,2,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612455565,468,16,1,42,1,E. Semovski,8qzac8nxm8nxbckdaisnooutw,1,90.5,60.1,2023-11-03T18:42:59.114,2023-11-03T18:44:48,"{""id"": 4628003315, ""qualifierId"": 321, ""value"": ""0.3293590247631073""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,NaN,45.6,24.1,NaN,NaN,NaN,NaN,true,NaN,98.4,52.9,NaN,0.3293590247631073,0.9331,2,1,NaN,2023-11-03 18:42:58.387,42:00.779,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612477397,488,16,2,60,40,M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,1,77.2,28.9,2023-11-03T19:19:20.403,2023-11-03T19:20:52,"{""id"": 4628112317, ""qualifierId"": 326, ""value"": ""1""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,47.6,16.5,NaN,NaN,NaN,true,NaN,true,98.1,48.9,NaN,0.019988499581813812,0.0748,1,2,true,2023-11-03 19:19:18.728,60:38.567,NaN,NaN,NaN,,NaN,,,NaN,,,,true,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,true,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612469479,565,15,2,47,57,J. Seehusen,cptyf0icqfjv8wm49pcy0uw44,1,94.3,41.6,2023-11-03T19:06:37.233,2023-11-03T19:08:06,"{""id"": 4628070349, ""qualifierId"": 103, ""value"": ""17.7""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,true,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,51.0,17.7,NaN,99.8,46.4,true,true,NaN,NaN,NaN,407,0.11153092235326767,0.2631,2,2,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,true,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612484591,584,15,2,73,56,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,88.2,33.8,2023-11-03T19:32:36.913,2023-11-03T19:33:46,"{""id"": 4628149529, ""qualifierId"": 22}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,47.3,10.8,NaN,97.7,47.8,true,true,NaN,NaN,NaN,824,0.058802660554647446,0.2714,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612485919,608,13,2,76,28,F. Heiselberg,3bxz0cn0chwqvs1114ectrrsa,1,59.9,33.4,2023-11-03T19:35:08.256,2023-11-03T19:36:21,"{""id"": 4628156839, ""qualifierId"": 102, ""value"": ""66.2""}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Center,NaN,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,66.2,56.9,NaN,NaN,NaN,NaN,NaN,true,97.7,50,NaN,0.011449168436229229,NaN,2,2,NaN,NaN,NaN,true,NaN,true,,true,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612488421,633,13,2,80,33,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,75.1,59.9,2023-11-03T19:39:13.904,2023-11-03T19:40:33,"{""id"": 4628170201, ""qualifierId"": 230, ""value"": ""99.5""}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,NaN,33.3,48.6,NaN,NaN,NaN,NaN,NaN,true,99.5,50.7,NaN,0.024185171350836754,NaN,2,2,NaN,NaN,NaN,true,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612490205,663,16,2,83,23,A. Jacobsen,9yiz575rldkwu7icgqwk1qmdx,1,96.8,52.8,2023-11-03T19:42:03.959,2023-11-03T19:43:52,"{""id"": 4628178775, ""qualifierId"": 326, ""value"": ""1""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,53.6,3.8,NaN,NaN,NaN,true,true,NaN,99.5,50.7,NaN,0.7108074426651001,0.9859,1,1,true,2023-11-03 19:42:03.727,83:23.566,NaN,true,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612476395,693,15,2,59,11,M. Gudmann,am3509ake84cde1xhb9264i22,1,79.2,53.6,2023-11-03T19:17:51.867,2023-11-03T19:19:06,"{""id"": 4628107201, ""qualifierId"": 22}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,54.4,1.3,NaN,99.5,50.0,NaN,NaN,true,NaN,NaN,468,0.068943090736866,0.4486,1,3,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2612498693,771,13,2,95,56,A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,1,76.3,65.4,2023-11-03T19:54:37.149,2023-11-03T19:55:52,"{""id"": 4628222715, ""qualifierId"": 56, ""value"": ""Center""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,true,true,NaN,true,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,37.3,5.6,NaN,NaN,NaN,true,NaN,true,98.6,51.3,NaN,0.016443856060504913,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,true,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612489229,922,13,2,81,58,J. Seehusen,cptyf0icqfjv8wm49pcy0uw44,1,91.8,40.0,2023-11-03T19:40:38.401,2023-11-03T19:42:31,"{""id"": 4628176269, ""qualifierId"": 231, ""value"": ""47.8""}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,41.5,9.7,NaN,NaN,NaN,true,NaN,NaN,99.3,47.8,NaN,0.020916927605867386,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,true,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612494797,1004,15,2,90,18,E. Semovski,8qzac8nxm8nxbckdaisnooutw,1,95.9,44.1,2023-11-03T19:48:58.541,2023-11-03T19:52:13,"{""id"": 4628202213, ""qualifierId"": 22}",1.0,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,true,48.3,19,NaN,97.6,45.8,true,true,NaN,99.4,48.4,724,0.20824821293354034,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,NaN,,,,,,,NaN,NaN,,,,,true,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2612494809,1005,15,2,90,19,E. Semovski,8qzac8nxm8nxbckdaisnooutw,1,90.9,35.7,2023-11-03T19:48:59.245,2023-11-03T19:53:59,"{""id"": 4628202289, ""qualifierId"": 326, ""value"": ""3""}",NaN,9x2zpi9r766jy9ychzhrhfevo,HB Køge vs Horsens,2023-11-03,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,Center,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,true,46.7,19,NaN,99.3,45.8,NaN,true,NaN,93.2,39.5,725,0.08227046579122543,NaN,3,2,NaN,NaN,NaN,true,NaN,NaN,,NaN,,,NaN,,,,NaN,,NaN,,,,,,,NaN,true,,,,,,,NaN,NaN,,,,,NaN,,,,,,,,NaN,NaN,,,,,,,,,,,,,,
