contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,date,9,15,16,17,18,19,20,22,24,25,26,29,56,63,64,70,72,73,74,75,76,77,78,79,80,81,82,83,84,85,100,102,103,108,114,121,137,139,146,147,153,154,214,215,230,231,233,321,322,323,324,326,327,328,338,353,374,375,390,395,396,458,468,469,23,89,113,120,136,391,61,133,28,87,280,281,282,472,473,60,138,273,86,21,101,160,254,300,65,274,216,217,275,62,343,276,192,66,68
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578427587,130,15,1,16,28,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,90.1,37.6,2023-08-18T17:17:23.547,2023-08-21T13:29:40,"{""id"": 4445884239, ""qualifierId"": 102, ""value"": ""48.1""}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,NaN,NaN,48.1,22.2,NaN,,,,NaN,98.8,47.5,NaN,NaN,NaN,NaN,NaN,NaN,115,0.10229045897722244,0.0903,NaN,NaN,2,2,true,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578427627,131,16,1,16,30,J. Ankersen,4mxciw9jsj9l437fd7bv78p91,1,96.1,42.5,2023-08-18T17:17:25.163,2023-08-21T13:29:47,"{""id"": 4445882693, ""qualifierId"": 328}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,48.6,24.7,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,99.1,47.5,NaN,0.40108397603034973,0.7426,true,NaN,1,1,true,130,,2023-08-18 18:17:24.771,16:30.087,,0.7,52.9,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,true,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578428875,138,15,1,18,27,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,77.8,63.9,2023-08-18T17:19:22.300,2023-08-18T17:21:46,"{""id"": 4445891487, ""qualifierId"": 29}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,52.6,10.1,NaN,,,,NaN,98.5,52.2,NaN,NaN,NaN,true,NaN,NaN,126,0.06614493578672409,0.0961,NaN,NaN,1,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,true,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578429865,151,14,1,20,18,A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,1,78.3,67.3,2023-08-18T17:21:13.290,2023-08-18T17:22:25,"{""id"": 4445893267, ""qualifierId"": 74}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,46.8,39.9,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.1,51.6,NaN,0.053161174058914185,NaN,NaN,NaN,1,3,NaN,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,true,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578431169,159,15,1,22,47,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,77.1,49.6,2023-08-18T17:23:41.903,2023-08-18T17:25:01,"{""id"": 4445899963, ""qualifierId"": 56, ""value"": ""Center""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,NaN,NaN,50.2,19,NaN,,,,NaN,78.6,49.6,NaN,NaN,NaN,true,98.5,49.3,168,0.025552377104759216,NaN,NaN,NaN,3,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578433953,219,15,1,29,41,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,91.6,53.3,2023-08-18T17:30:36.220,2023-08-18T17:34:08,"{""id"": 4445923007, ""qualifierId"": 322, ""value"": ""0.6967""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,48.1,4.4,NaN,,,,NaN,98.1,51.1,NaN,true,true,NaN,NaN,NaN,241,0.3428598940372467,0.6967,NaN,NaN,3,1,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,true,true,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578434017,221,15,1,29,47,A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,1,80.1,42.5,2023-08-18T17:30:41.831,2023-08-18T17:35:09,"{""id"": 4445916513, ""qualifierId"": 18}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,,NaN,NaN,46.8,19,NaN,,,,NaN,83.0,43.1,NaN,NaN,NaN,true,98.8,50,274,0.057289812713861465,NaN,NaN,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578434077,224,15,1,29,55,A. Ekeroth,c1p51x3fg0dgss14z9vozfqc4,1,75.2,67.7,2023-08-18T17:30:50.136,2023-08-18T17:36,"{""id"": 4445916853, ""qualifierId"": 22}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,NaN,NaN,51.3,19,NaN,,,,NaN,86.7,60.1,NaN,NaN,NaN,true,99.0,50.5,242,0.024448459967970848,NaN,NaN,NaN,1,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578432927,225,15,1,26,48,O. Drost,1n4t6k5k2on5iihoc59brxi3t,1,91.3,39.9,2023-08-18T17:27:43.382,2023-08-18T17:29:01,"{""id"": 4445910369, ""qualifierId"": 56, ""value"": ""Center""}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,,NaN,NaN,48.0,19,NaN,,,,NaN,92.7,41.2,NaN,NaN,NaN,NaN,99.0,47.3,194,0.08768041431903839,NaN,NaN,NaN,3,2,NaN,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578434189,228,15,1,30,7,E. Just,b9g3gwxlao9u6y4elz1sdukmh,1,86.9,43.4,2023-08-18T17:31:02.648,2023-08-18T17:37:07,"{""id"": 4445917411, ""qualifierId"": 17}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,50.4,5.1,NaN,,,,NaN,99.3,47.5,NaN,true,NaN,NaN,NaN,NaN,243,0.15218476951122284,0.035,NaN,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578441773,374,15,1,41,22,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,79.4,37.3,2023-08-18T17:42:17.204,2023-08-18T17:43:28,"{""id"": 4445957831, ""qualifierId"": 22}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,49.4,5.7,NaN,,,,NaN,98.8,48.7,NaN,NaN,NaN,true,NaN,NaN,317,0.0383300818502903,0.0269,NaN,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578460215,396,15,2,49,25,F. Heiselberg,3bxz0cn0chwqvs1114ectrrsa,1,87.4,64.6,2023-08-18T18:06:24.706,2023-08-18T18:07:36,"{""id"": 4446056143, ""qualifierId"": 56, ""value"": ""Center""}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,true,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,51.7,17.7,NaN,,,,NaN,98.1,52.5,NaN,NaN,NaN,true,NaN,NaN,512,0.060268182307481766,0.0566,NaN,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578471643,458,13,2,59,8,A. Jacobsen,9yiz575rldkwu7icgqwk1qmdx,1,82.5,62.0,2023-08-18T18:16:08.184,2023-08-21T15:30:23,"{""id"": 4446117593, ""qualifierId"": 327, ""value"": ""2""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,60.7,1.4,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,98.9,52.2,NaN,0.05433381348848343,NaN,NaN,true,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578457243,485,15,2,46,47,R. Marcus,ahs6m7vvgmj6ydqok7as4nx0,1,85.3,38.2,2023-08-18T18:03:47.165,2023-08-21T14:30:02,"{""id"": 4446040473, ""qualifierId"": 22}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,NaN,NaN,48.4,19,NaN,,,,NaN,88.2,40.3,NaN,NaN,NaN,true,98.1,47.8,358,0.03914426639676094,NaN,NaN,true,3,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578463337,545,15,2,50,37,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,90.3,55.9,2023-08-18T18:07:37.720,2023-08-18T18:10:12,"{""id"": 4446072925, ""qualifierId"": 82}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,true,NaN,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,,NaN,NaN,48.0,19,true,,,,NaN,92.0,54.5,NaN,true,NaN,NaN,99.3,50.7,402,0.08065539598464966,NaN,NaN,NaN,3,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578486001,574,15,2,72,11,M. Kiilerich,630daj1ef34rczbhng0eoncvd,1,96.4,40.4,2023-08-18T18:29:11.211,2023-08-18T18:30:31,"{""id"": 4446199643, ""qualifierId"": 147, ""value"": ""47.1""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,NaN,,true,NaN,true,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,NaN,NaN,47.6,3.8,NaN,,,,NaN,99.4,47.1,NaN,true,true,NaN,NaN,NaN,733,0.11759143322706223,0.538,NaN,NaN,3,1,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,true,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578469519,614,15,2,57,26,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,88.3,47.0,2023-08-18T18:14:25.968,2023-08-21T15:30:09,"{""id"": 4446106529, ""qualifierId"": 17}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,50.2,5.1,NaN,,,,NaN,98.8,50.2,NaN,true,NaN,NaN,NaN,NaN,448,0.04105295240879059,0.0213,NaN,NaN,2,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578474007,645,15,2,61,14,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,80.2,48.2,2023-08-18T18:18:13.371,2023-08-18T18:19:28,"{""id"": 4446130631, ""qualifierId"": 321, ""value"": ""0.063653364777565""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,NaN,NaN,50.9,19,NaN,,,,NaN,82.8,48.6,NaN,NaN,NaN,true,98.6,48.9,477,0.063653364777565,NaN,NaN,true,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578474717,649,15,2,61,51,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,95.4,49.9,2023-08-18T18:18:50.820,2023-08-18T19:06:12,"{""id"": 4446369643, ""qualifierId"": 15}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,true,NaN,NaN,,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,51.2,15.2,NaN,,,,NaN,99.4,50.5,NaN,true,true,NaN,NaN,NaN,480,0.42061614990234375,0.5651,NaN,NaN,2,1,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578499741,649,13,2,84,18,M. Lassen,duahzgqspyuy2gu31u3s8ky96,1,85.3,27.7,2023-08-18T18:41:17.548,2023-08-18T18:42:42,"{""id"": 4446276043, ""qualifierId"": 63}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,true,Center,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,58.7,2.8,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,96.2,45.3,NaN,0.08332041651010513,NaN,NaN,NaN,1,1,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,true,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578474721,650,15,2,61,53,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,95.4,49.9,2023-08-18T18:18:52.651,2023-08-18T18:20:33,"{""id"": 4446138571, ""qualifierId"": 231, ""value"": ""51.1""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,true,NaN,NaN,,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,,NaN,true,50.9,19,NaN,,,,NaN,97.5,50.4,NaN,NaN,true,NaN,99.0,51.1,481,0.3105745017528534,NaN,true,NaN,3,2,true,649,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578501599,663,13,2,85,52,A. Jacobsen,9yiz575rldkwu7icgqwk1qmdx,1,92.8,53.4,2023-08-18T18:42:51.616,2023-08-18T18:44:37,"{""id"": 4446286229, ""qualifierId"": 17}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,28.7,23.6,NaN,,,,NaN,NaN,NaN,NaN,true,true,NaN,95.0,50.4,NaN,0.6529620885848999,NaN,NaN,NaN,1,0,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578477689,673,15,2,64,22,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,1,85.6,27.0,2023-08-18T18:21:21.359,2023-08-18T18:22:40,"{""id"": 4446150667, ""qualifierId"": 22}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,NaN,,true,true,NaN,NaN,NaN,true,Center,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,49.1,32.3,NaN,,,,NaN,94.7,40.8,NaN,true,NaN,NaN,NaN,NaN,499,0.0351751372218132,0.0762,NaN,NaN,2,2,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,true,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578478869,679,13,2,65,26,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,94.9,47.0,2023-08-18T18:22:26.660,2023-08-21T15:30:15,"{""id"": 4446158247, ""qualifierId"": 15}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,true,NaN,NaN,,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,true,NaN,47.4,56.9,NaN,,,,NaN,NaN,NaN,NaN,true,NaN,NaN,99.3,48.4,NaN,0.1781991869211197,NaN,NaN,NaN,3,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2578508457,699,16,2,91,9,M. Lassen,duahzgqspyuy2gu31u3s8ky96,1,91.7,56.5,2023-08-18T18:48:09.154,2023-08-21T16:30:18,"{""id"": 4456493683, ""qualifierId"": 396, ""value"": ""53.1""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,53.7,9.5,NaN,,,,NaN,NaN,NaN,NaN,true,NaN,NaN,99.3,51.1,NaN,0.05282866954803467,0.1805,NaN,NaN,3,2,true,NaN,,2023-08-18 19:48:08.568,91:09.242,,99.3,53.1,NaN,,,NaN,,true,NaN,true,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578495871,843,13,2,80,59,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,88.0,57.1,2023-08-18T18:37:58.481,2023-08-21T16:30:19,"{""id"": 4446255181, ""qualifierId"": 77}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,NaN,true,NaN,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,71.8,69.4,NaN,,,,NaN,NaN,NaN,NaN,true,NaN,NaN,98.8,50.2,NaN,0.04012342914938927,NaN,NaN,NaN,1,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578499511,863,15,2,84,8,D. Norouzi,d43hrj4xi5xdij00jplvqju1h,1,77.7,38.6,2023-08-18T18:41:07.638,2023-08-18T18:43:25,"{""id"": 4446283315, ""qualifierId"": 231, ""value"": ""48.4""}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,53.3,19,NaN,,,,true,85.1,43.5,NaN,NaN,NaN,true,98.1,48.4,NaN,0.03221971541643143,NaN,NaN,NaN,2,3,NaN,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578507125,940,13,2,90,2,F. Hasani,71wfumggsne28ieaiuwezyaj9,1,76.5,60.0,2023-08-18T18:47:02.162,2023-08-18T18:48:14,"{""id"": 4446316915, ""qualifierId"": 102, ""value"": ""68.4""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,68.4,87.5,NaN,,,,NaN,NaN,NaN,NaN,NaN,NaN,true,98.6,50.7,NaN,0.033065855503082275,NaN,NaN,NaN,1,2,true,NaN,,NaN,NaN,,NaN,NaN,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578513071,1012,15,2,96,5,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,78.6,57.6,2023-08-18T18:53:04.862,2023-08-18T18:54:21,"{""id"": 4446349793, ""qualifierId"": 146, ""value"": ""80.6""}",NaN,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,NaN,NaN,NaN,true,,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,,NaN,NaN,47.7,19,true,,,,NaN,80.6,56.7,NaN,NaN,NaN,NaN,98.4,50.4,734,0.01943058706820011,NaN,NaN,NaN,3,2,true,NaN,,NaN,NaN,,NaN,NaN,true,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
4d5ca1j5czw1oo6zu727ggxp,Helsingør,2578513531,1017,16,2,96,35,M. Bill,43d5sonjnxeharv3oprcbzfv8,1,95.7,54.9,2023-08-18T18:53:35.311,2023-08-18T18:55:16,"{""id"": 4446353793, ""qualifierId"": 375, ""value"": ""96:35.648""}",1.0,9hz4kq2uzyo78udz5nflvigb8,Horsens vs Helsingør,2023-08-18,,true,true,NaN,NaN,,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,53.8,16.5,NaN,,,,NaN,NaN,NaN,NaN,NaN,true,NaN,99.4,50.9,NaN,0.19242429733276367,0.7908,NaN,NaN,2,2,true,NaN,,2023-08-18 19:53:34.974,96:35.648,,0.3,47.3,NaN,,,NaN,,NaN,NaN,NaN,,,NaN,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,,,
