id,contestantId,team_name,playerName,playerId,q_qualifierId,q_value,match_id,label,date
2569894151,6wwwud48qahpwrfxs20334qk5,Fredericia,J. Gertsen,elheowoqzb5jq07fpw19g85bd,321,0.020550915971398354,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569903113,b2vft81kyjurzbmekvgrqwr64,Hobro,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,321,0.1679985523223877,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569903875,b2vft81kyjurzbmekvgrqwr64,Hobro,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,321,0.06131676211953163,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2570438727,b2vft81kyjurzbmekvgrqwr64,Hobro,F. Dietz,ebd3uvtt54wkdsahc2127j02c,321,0.06256561726331711,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2570685267,b2vft81kyjurzbmekvgrqwr64,Hobro,V. Rasmussen,dwuxps3jv2852642q000wep6,321,0.03386031091213226,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569901977,6wwwud48qahpwrfxs20334qk5,Fredericia,J. Brinch,6yev7nszmpylpqncom2gdkul1,321,0.022134575992822647,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569905627,6wwwud48qahpwrfxs20334qk5,Fredericia,J. Juelsgård,ei3xmwfz8dah5e4lcbu4w98t1,321,0.021371839568018913,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569905641,6wwwud48qahpwrfxs20334qk5,Fredericia,S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,321,0.05155610293149948,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569908089,6wwwud48qahpwrfxs20334qk5,Fredericia,N. Røjkjær,drzdo6ouxi5n4jafhfajpor85,321,0.08613024652004242,9bw4k9bdworchwn5p5oqkkrv8,Fredericia vs Hobro,2023-07-23
2569872697,4d5ca1j5czw1oo6zu727ggxp,Helsingør,N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,321,0.03740529716014862,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569872877,4d5ca1j5czw1oo6zu727ggxp,Helsingør,O. Drost,1n4t6k5k2on5iihoc59brxi3t,321,0.013566871173679829,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569873411,4d5ca1j5czw1oo6zu727ggxp,Helsingør,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,321,0.0938795879483223,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569873835,4d5ca1j5czw1oo6zu727ggxp,Helsingør,M. Knudsen,7mz3eeftobqmj35uu0ax1vbhl,321,0.03932776302099228,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569874195,4d5ca1j5czw1oo6zu727ggxp,Helsingør,M. Etim,1fjkjzsei9slx2t4zhsqdkve1,321,0.026373621076345444,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569874525,4d5ca1j5czw1oo6zu727ggxp,Helsingør,F. Hasani,71wfumggsne28ieaiuwezyaj9,321,0.36456018686294556,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
